1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
479,2240103,34.5667,69.4,34.5683,69.4,34.25,69.25,12850,12931,10259,0.62,0.798,N,,,,479,3669700,-27.4611,-51.9044,-27.4603,-51.9044,-27.25,-51.75,41267,40990,41141,0.703,0.997,C,48
480,2240200,34.4667,70.55,34.4667,70.555,34.75,70.75,26005,25836,27626,0.621,0.941,N,,,,480,4101501,69.36,-152.12,69.36,-152.12,69.25,-152.75,35820,35840,39277,0.705,0.912,C,45
481,2240300,34.9333,69.4833,34.935,69.485,35.25,69.25,10850,10874,10152,0.448,0.936,N,,,,481,4101900,66.973,-160.1336,66.9755,-160.1336,67.25,-159.75,24657,24492,25336,0.724,0.973,C,54
482,2260100,26,95.7,26,95.6992,26.75,95.75,27420,27371,27716,0.651,0.989,N,,,,482,4102100,61.8704,-158.1032,61.8687,-158.1032,61.75,-157.75,80549,80382,82315,0.825,0.979,C,60
483,2260110,23.63,94.42,23.63,94.42,23.75,94.25,69339,69850,69862,0.744,0.993,C,46,,,483,4103200,61.9337,-162.8829,61.9304,-162.8812,61.75,-162.75,831390,822344,816666,0.917,0.982,C,63
484,2260120,22.1,95.13,22.1,95.1292,22.25,94.75,110350,110723,112610,0.796,0.98,C,47,,,484,4103550,65.8751,-149.7203,65.8751,-149.7203,66.25,-149.75,508417,501194,502176,0.906,0.988,C,64
485,2260400,24.17,96.33,24.1608,96.3442,24.25,96.75,77942,84108,75128,0.709,0.964,C,43,,,485,4103600,64.5648,-149.0941,64.5656,-149.0941,64.75,-148.75,66304,66178,64351,0.766,0.971,C,58
486,2260500,21.98,96.1,21.9833,96.0575,22.25,96.25,120193,124599,117674,0.77,0.979,C,52,,,486,4103601,64.4,-146.94,64.3917,-146.95,64.25,-146.75,44652,44978,43083,0.734,0.965,C,31
487,2260600,20.13,94.92,20.1267,94.9175,20.25,94.75,335567,339381,342373,0.863,0.98,C,52,,,487,4103602,64.7923,-147.8413,64.7931,-147.8413,64.75,-147.25,51730,51730,54978,0.704,0.941,C,52
488,2260700,18.8,95.22,18.7983,95.21,19.25,95.25,346225,360516,356981,0.869,0.97,V,51,2260600,52,488,4103710,67.4239,-140.8938,67.4222,-140.893,67.25,-140.75,59829,58726,57831,0.861,0.967,C,57
489,2261500,18.92,96.47,18.92,96.47,19.25,96.25,14660,14954,14571,0.581,0.994,N,,,,489,4103800,64.7892,-141.2001,64.7942,-141.1909,64.75,-140.75,293965,288366,291590,0.886,0.992,C,65
490,2311102,53.22,75.68,53.2217,75.6783,53.25,75.75,244000,270928,259540,0.775,0.94,C,30,,,490,4103820,64.3089,-141.4045,64.3081,-141.4045,64.25,-141.25,15229,15121,14855,0.715,0.975,C,53
491,2311103,52.25,76.93,52.235,76.93,51.75,77.25,240000,255930,248288,0.788,0.967,V,32,2311104,40,491,4105050,59.3947,-138.0837,59.3939,-138.0837,59.25,-137.75,28024,27118,28948,0.771,0.968,C,48
492,2311104,50.88,78.32,50.8833,78.32,50.75,78.25,230000,244825,240572,0.792,0.956,C,40,,,492,4105700,61.4651,-144.4579,61.4651,-144.4562,61.25,-144.25,53354,55006,54137,0.741,0.986,C,44
493,2311105,50.38,81.13,50.3775,81.13,50.25,81.25,179000,176684,180293,0.851,0.993,N,,,,493,4105710,60.6711,-144.7467,60.6736,-144.7467,60.75,-144.75,62678,63499,61660,0.767,0.984,C,53
494,2311106,50.33,81.5,50.3142,81.495,50.25,81.75,166500,171805,176310,0.852,0.944,N,,,,494,4105800,61.5442,-150.5147,61.5467,-150.5155,61.75,-150.25,50246,49902,54387,0.782,0.924,C,51
495,2311109,48,85.22,48.0008,85.2192,47.75,85.75,55900,58539,56125,0.761,0.996,C,46,,,495,4105810,62.1778,-150.1772,62.1745,-150.1764,62.25,-150.25,28749,28519,34071,0.725,0.844,C,46
496,2311200,54.97,69.12,54.9717,69.1175,54.75,68.75,118000,113298,112643,0.76,0.955,C,34,,,496,4106600,58.54,-133.7,58.54,-133.7,58.75,-133.75,17094,16870,17657,0.781,0.968,C,53
497,2311201,55.3,69.47,55.3133,69.4742,54.75,69.25,113000,116657,114431,0.748,0.987,N,,,,497,4113300,47.9275,-97.0281,47.9275,-97.0289,47.75,-96.75,77959,66141,75648,0.732,0.97,C,55
498,2311202,53.87,67.43,53.8717,67.4342,53.75,67.25,109000,106983,105402,0.773,0.967,N,,,,498,4113301,48.5722,-97.1476,48.5722,-97.1476,48.25,-97.25,90132,77981,83921,0.769,0.931,C,55
499,2311203,53.87,67.43,53.8717,67.4342,53.75,67.25,109000,106983,105402,0.773,0.967,C,33,,,499,4113302,47.3519,-96.8437,47.6125,-96.8639,47.25,-96.75,56462,50825,52833,0.745,0.936,C,54
500,2311205,53.08,66.75,53.0658,66.7633,52.75,66.75,90000,96788,96155,0.771,0.936,C,30,,,500,4114615,49.9853,-79.0953,49.9853,-79.0961,49.75,-79.25,11200,10954,10071,0.746,0.899,C,41
501,2311206,52.02,66.28,52.0158,66.2758,51.75,66.25,86200,84502,81066,0.74,0.94,C,41,,,501,4115100,44.9443,-123.0429,44.9451,-123.0437,44.75,-123.25,18855,18810,19955,0.737,0.945,C,54
502,2311207,51.03,66.37,51.0483,66.3675,51.25,66.75,76000,74516,73372,0.73,0.965,C,33,,,502,4115101,45.5185,-122.6679,45.5193,-122.6687,45.25,-122.75,29008,28902,26499,0.767,0.914,C,52
503,2311208,55.45,69.35,55.4492,69.3442,55.25,69.25,143000,117121,121518,0.738,0.85,C,31,,,503,4115200,45.6073,-121.1734,45.6048,-121.1734,45.75,-121.25,613830,599979,617860,0.883,0.993,C,64
504,2311307,53.2,63.65,53.2,63.6508,52.75,63.25,44800,33413,41471,0.662,0.926,N,,,,504,4115201,46.1815,-123.184,46.1832,-123.184,46.25,-122.75,665371,650444,663659,0.892,0.997,C,63
505,2311308,52.95,63.2,52.9583,63.1992,52.75,63.25,30600,30327,41471,0.678,0.738,N,,,,505,4115202,46.6287,-119.8648,46.627,-119.8648,46.75,-119.75,248640,248530,250660,0.88,0.992,C,65
506,2311309,52.63,62.7,52.6267,62.7008,52.25,61.75,16100,15874,17221,0.634,0.935,N,,,,506,4115203,47.3324,-120.0812,47.3324,-120.0845,47.75,-120.25,231546,232788,233854,0.86,0.99,C,64
507,2311310,52.38,61.7,52.3833,61.6967,52.25,61.75,13400,13523,17221,0.666,0.778,N,,,,507,4115206,47.9654,-118.9828,47.9654,-118.9828,47.75,-118.75,193473,194972,199209,0.865,0.971,C,63
508,2311350,50.9,67.72,50.9,67.7217,50.75,67.75,11000,12013,9885,0.578,0.899,N,,,,508,4115260,46.2535,-119.4781,46.2527,-119.4781,46.25,-120.25,14543,14518,14860,0.735,0.979,C,56
509,2311360,51.95,69.45,51.7626,69.4516,51.75,69.75,16500,16515,17093,0.677,0.965,N,,,,509,4115261,46.5343,-120.4673,46.5343,-120.4673,46.75,-120.25,9011,8823,10575,0.712,0.852,C,49
510,2311475,50.07,73.35,50.0892,73.35,50.25,73.75,12300,17873,14095,0.605,0.873,N,,,,510,4115322,48.9963,-116.5085,48.9963,-116.5085,48.75,-116.25,35483,34320,34194,0.706,0.964,C,55
511,2311479,54.18,63.18,54.1858,63.1858,54.25,62.75,32900,27458,30773,0.633,0.935,N,,,,511,4115346,48.0916,-116.1177,48.0924,-116.1177,47.75,-115.75,57169,57072,54577,0.76,0.955,C,54
512,2311480,52.48,73.27,52.4808,73.2692,52.25,72.75,14600,14712,17242,0.591,0.847,N,,,,512,4115347,47.4297,-114.856,47.4289,-114.8568,47.25,-114.75,51691,51596,50410,0.754,0.975,C,56
513,2311481,51.96,72.66,51.96,72.6542,51.75,72.75,12400,12316,11551,0.6,0.932,N,,,,513,4115348,48.8691,-114.1268,46.9267,-114.204,46.75,-114.25,23318,23306,21327,0.73,0.915,C,53
514,2311485,52,74.9,51.9992,74.9,51.75,74.75,12100,10492,11699,0.512,0.967,N,,,,514,4116181,46.0971,-116.9776,46.0963,-116.9776,45.75,-116.75,240766,221478,228908,0.791,0.951,C,58
515,2311510,49.97,80.77,49.98,80.76,49.75,80.75,13680,13352,14137,0.65,0.968,N,,,,515,4116182,46.2504,-118.8831,46.2496,-118.8831,46.75,-118.25,281015,260634,280326,0.846,0.998,C,56
516,2311820,49.82,84.33,49.83,84.33,49.75,84.75,10700,11006,12114,0.543,0.883,N,,,,516,4116184,44.2454,-116.981,44.2454,-116.9818,44.25,-117.25,179228,160087,180653,0.783,0.992,C,60
517,2313200,49.92,64.2,49.9167,64.2042,50.25,65.25,14700,24846,19977,0.666,0.736,N,,,,517,4116185,43.8766,-116.9849,43.8766,-116.9832,43.75,-116.75,152033,134241,153946,0.783,0.988,C,58
518,2314450,45.27,77.85,45.3267,77.9067,45.25,78.25,13200,12945,13202,0.58,1,N,,,,518,4116186,43.2918,-116.4209,43.291,-116.4217,43.25,-116.25,108521,93109,103970,0.709,0.958,C,54
519,2315500,43.42,73.9,43.3892,73.8792,43.25,74.25,26700,26298,47870,0.42,0.558,N,,,,519,4116187,43.0021,-115.2026,43.0013,-115.2026,42.75,-114.75,92722,75978,90300,0.701,0.974,C,54
520,2316200,44.05,67.05,44.0142,67.03,43.75,67.25,219000,211714,215892,0.846,0.986,C,51,,,520,4116190,43.4138,-112.1355,43.413,-112.1355,43.75,-111.75,25356,24908,22437,0.709,0.885,C,51
521,2316201,45.75,62.12,45.7417,62.12,45.75,63.25,293230,333604,291641,0.593,0.995,N,,,,521,4116300,46.4485,-116.8274,46.4493,-116.8274,46.25,-116.75,24786,24021,25690,0.769,0.965,C,58
522,2316500,42.42,68.77,42.4367,68.8417,42.25,69.25,13100,13150,13706,0.682,0.956,N,,,,522,4116330,45.7503,-116.3239,45.7503,-116.3231,45.75,-116.25,35094,34709,35110,0.747,1,C,58
523,2319200,50.85,51.28,50.89,51.23,51.25,51.25,190000,188651,190949,0.868,0.995,C,53,,,523,4116331,45.3222,-114.4411,45.3214,-114.4411,45.25,-114.25,16239,16119,17622,0.724,0.922,C,54
524,2319500,50.28,57.15,50.3317,57.1592,50.25,57.25,11000,11209,11887,0.683,0.925,N,,,,524,4116450,43.6546,-117.2554,43.6546,-117.2554,43.25,-117.25,28904,27162,29777,0.729,0.971,C,56
525,2335100,35.92,74.38,35.92,74.3725,36.25,74.25,12950,13726,12445,0.626,0.961,N,,,,525,4116451,42.8671,-117.6488,42.8654,-117.6488,42.75,-117.25,20720,19881,20695,0.706,0.999,C,56
526,2335200,33.9,72.25,33.9033,72.2483,34.25,72.75,265122,199727,176293,0.72,0.665,N,,,,526,4119100,44.9336,-93.1058,44.9328,-93.105,44.75,-93.25,95312,95514,91175,0.833,0.957,C,59
527,2335950,25.37,68.37,25.3567,68.3317,25.75,68.25,832418,830641,821132,0.87,0.986,N,,,,527,4119300,40.3937,-91.3743,40.392,-91.3726,40.75,-91.25,308210,309270,308684,0.889,0.998,C,64
528,2336350,34.15,73.83,34.1533,73.8333,34.25,74.25,13598,13646,12836,0.79,0.944,N,,,,528,4119400,39.7034,-90.6454,39.7034,-90.6462,39.75,-90.25,69267,65029,67992,0.761,0.982,C,59
529,2337100,29.35,71.03,29.3483,71.0233,29.25,71.25,280238,278532,279022,0.807,0.996,N,,,,529,4119401,41.1073,-89.3565,41.1056,-89.3557,41.25,-89.25,35076,31419,34887,0.717,0.995,C,53
530,2340200,35.83,71.8,35.8342,71.7883,35.75,71.75,11396,12474,14960,0.468,0.762,N,,,,530,4119450,43.198,-90.4435,43.1997,-90.4435,43.25,-90.25,26936,26964,30935,0.711,0.871,C,49
531,2369905,12.85,107.7833,12.8608,107.7833,12.75,107.75,10600,10593,12100,0.591,0.876,N,,,,531,4119650,41.7806,-90.2521,41.7789,-90.2504,42.25,-90.25,221704,222464,219229,0.866,0.989,C,64
532,2416202,40.88,71.45,40.8808,71.45,40.75,71.25,90000,97983,95450,0.745,0.943,C,38,,,532,4119800,38.885,-90.1809,38.8833,-90.1826,39.25,-90.25,444185,443766,448882,0.904,0.99,C,54
533,2416850,41.17,72.1,41.1533,72.1075,41.25,72.25,58400,57624,60243,0.722,0.969,C,40,,,533,4120120,46.1247,-107.469,46.1247,-107.469,45.75,-107.75,58052,57938,57905,0.801,0.997,C,61
534,2416860,41.42,73.98,41.4383,73.9925,41.25,74.25,34600,32547,32523,0.702,0.94,N,,,,534,4120121,44.7586,-108.1815,44.7594,-108.1815,44.25,-107.75,40824,40798,35939,0.722,0.88,C,52
535,2416890,41.43,76.02,41.425,76.02,41.25,76.75,10500,10252,9282,0.374,0.884,N,,,,535,4120200,48.1297,-106.3645,48.1297,-106.3645,48.25,-106.75,57840,57699,57179,0.708,0.989,C,56
536,2421450,36.7783,49.1328,36.7775,49.1328,36.75,48.75,49300,49674,52306,0.719,0.943,N,,,,536,4120330,45.8977,-111.5966,45.8969,-111.5958,45.75,-111.75,24688,24702,26040,0.71,0.948,C,50
537,2423500,31.3333,48.6833,31.3333,48.6833,31.75,48.75,60737,61503,62925,0.763,0.965,C,56,,,537,4120900,48.125,-104.4727,48.1233,-104.4727,48.25,-104.25,237133,240573,240453,0.86,0.986,C,64
538,2423800,31.75,50.13,31.7517,50.1308,31.75,50.25,23400,24165,26417,0.704,0.886,C,43,,,538,4120902,48.005,-110.2577,48.0042,-110.2585,47.75,-110.25,89042,87588,91402,0.812,0.974,C,60
539,2428200,34.0828,50.6047,34.0861,50.6047,33.75,50.25,10184,10148,10320,0.596,0.987,N,,,,539,4120903,46.146,-111.4205,46.1468,-111.4205,46.25,-111.25,37993,37946,43451,0.746,0.874,C,52
540,2428350,32.63,51.68,32.6367,51.6808,32.25,51.75,14320,11332,13058,0.569,0.912,N,,,,540,4120950,47.6784,-104.1566,47.6776,-104.1558,47.25,-104.25,178925,177904,175292,0.873,0.98,C,63
541,2469050,19.8917,102.1367,19.895,102.1342,19.75,102.25,268000,271513,276644,0.785,0.969,C,44,,,541,4120951,45.8,-108.4674,45.8,-108.4682,45.75,-108.75,30575,30629,30537,0.742,0.999,C,58
542,2469058,18.4183,102.55,18.4183,102.54,18.25,102.75,14300,13551,17577,0.578,0.814,N,,,,542,4121131,45.2558,-100.8429,45.2558,-100.8429,45.25,-101.25,12639,12625,13088,0.777,0.966,C,57
543,2469060,20.7017,102.7583,20.7017,102.6716,20.75,102.75,19700,19670,20174,0.575,0.977,N,,,,543,4121141,44.5317,-101.9302,44.5309,-101.9302,44.25,-102.25,56048,55413,55894,0.804,0.997,C,60
544,2469072,17.9283,102.62,17.9283,102.6125,18.25,102.25,299000,301508,300165,0.775,0.996,C,44,,,544,4121142,44.0811,-102.4013,44.0819,-102.4013,43.75,-102.75,33152,32776,31520,0.716,0.951,C,53
545,2469102,17.3933,104.8067,17.3916,104.7992,17.75,104.75,373000,373299,379599,0.798,0.983,N,,,,545,4121300,43.1858,-97.6356,43.1858,-97.6356,43.25,-97.75,53491,54131,56568,0.72,0.946,C,55
546,2469120,16.185,105.3167,16.1875,105.315,16.25,105.75,19400,19387,11891,0.526,0.613,N,,,,546,4121800,42.8661,-97.3939,42.8653,-97.3939,42.75,-97.75,723905,714052,722189,0.924,0.998,C,58
547,2469130,18.3017,104.0983,18.3034,104.0975,18.25,104.75,14200,14004,14721,0.446,0.965,N,,,,547,4121801,41.2589,-95.9225,41.2589,-95.9217,41.75,-96.25,846306,822971,826051,0.921,0.976,C,66
548,2469140,18.135,102.6217,18.1333,102.6217,18.25,102.75,16500,15765,17577,0.598,0.939,N,,,,548,4121802,46.8142,-100.8214,46.8142,-100.8231,47.25,-100.75,482776,479006,483035,0.908,0.999,C,66
549,2469141,18.5167,102.5167,18.5167,102.51,18.25,102.75,14200,13476,17577,0.574,0.808,N,,,,549,4122152,41.9886,-104.0533,41.9894,-104.0533,42.25,-104.25,57545,56221,57569,0.725,1,C,56
550,2469260,15.1167,105.8,15.1067,105.8,15.25,105.75,545000,547152,546472,0.843,0.997,C,48,,,550,4122222,38.9067,-97.1203,38.9067,-97.1203,38.75,-97.25,49883,49522,52921,0.769,0.943,C,57
551,2469261,14.3167,105.8867,14.32,105.875,14.75,105.75,549000,551396,549468,0.844,0.999,N,,,,551,4122251,39.6403,-93.2738,39.6411,-93.2738,39.75,-93.25,17819,17936,18935,0.739,0.941,C,54
552,2469300,14.8067,106.8433,14.805,106.8408,15.25,106.75,10500,9668,11928,0.545,0.88,N,,,,552,4122300,38.1914,-92.6074,38.1914,-92.6074,38.25,-92.75,36260,36113,38980,0.743,0.93,C,54
553,2469301,14.67,106.62,14.6717,106.62,14.75,106.75,17077,17065,20910,0.681,0.817,N,,,,553,4122350,39.3556,-97.1264,39.3556,-97.1264,39.75,-97.75,63564,63456,61708,0.755,0.971,C,57
554,2495450,31.5,48.4333,31.4992,48.4342,32.25,48.25,46121,45921,46353,0.713,0.995,C,54,,,554,4122351,40.2847,-100.1435,40.2839,-100.1435,40.25,-100.25,37451,37406,37905,0.786,0.988,C,60
555,2496700,27.2725,57.1914,27.2717,57.1914,27.25,57.25,10200,9836,10980,0.612,0.929,N,,,,555,4122352,40.1411,-101.2288,40.1419,-101.2288,40.25,-101.25,21238,21231,23786,0.718,0.893,C,51
556,2517450,39.38,67.77,39.4783,67.8117,39.25,68.25,10200,10294,9597,0.604,0.941,N,,,,556,4122600,41.0153,-96.1581,41.0136,-96.1581,41.25,-96.25,221108,222282,223193,0.825,0.991,C,62
557,2517610,37.6,68.15,37.5925,68.1425,37.75,68.25,9780,9689,9733,0.367,0.995,N,,,,557,4122603,40.8745,-98.282,40.8737,-98.2812,40.75,-99.25,149314,153861,149208,0.795,0.999,C,60
558,2517700,37.53,71.52,37.49,71.5233,37.75,71.75,13700,13669,14715,0.623,0.931,N,,,,558,4122630,41.4181,-97.7239,41.4181,-97.7239,41.25,-98.25,37089,35726,36966,0.731,0.997,C,57
559,2517810,38.3,72.4,38.3,72.3942,38.25,72.25,21400,24555,21948,0.609,0.975,N,,,,559,4122650,40.6819,-95.8469,40.6819,-95.8461,41.25,-95.75,1072154,1049435,1056178,0.93,0.985,C,67
560,2517820,38.3,72.48,38.3117,72.4833,38.25,72.75,16700,19735,17099,0.64,0.977,N,,,,560,4122700,38.9833,-94.9647,38.9816,-94.9647,39.25,-95.25,154768,154305,155106,0.841,0.998,C,63
561,2517830,38.17,73.97,38.1675,73.9717,38.25,74.25,10500,13531,9799,0.547,0.933,N,,,,561,4122701,39.1978,-96.3047,39.1978,-96.3039,39.25,-96.75,143175,142652,143109,0.859,1,C,63
562,2517900,38.33,69.3,38.33,69.2992,38.75,69.75,31200,30724,31208,0.618,1,N,,,,562,4122900,38.71,-91.4393,38.71,-91.4393,38.75,-91.75,1357678,1337303,1347933,0.938,0.993,C,67
563,2517910,38.87,69.98,38.8542,69.9825,38.75,70.25,29500,28827,28792,0.627,0.976,N,,,,563,4122902,39.1119,-94.588,39.1127,-94.5888,39.25,-94.75,1253819,1238102,1246648,0.939,0.994,C,67
564,2517920,39,70.33,39.0017,70.33,39.25,70.75,20000,19531,19143,0.607,0.957,N,,,,564,4123050,37.1476,-88.7409,37.1451,-88.7409,37.25,-88.75,525770,525258,528227,0.91,0.995,C,64
565,2517950,37.33,68.67,37.2175,68.72,37.25,69.25,113000,115709,110515,0.817,0.978,C,38,,,565,4123061,34.5717,-86.5581,34.5709,-86.5598,34.25,-86.25,66330,66160,65484,0.76,0.987,C,53
566,2548400,28.64,81.29,28.6442,81.2858,28.75,81.25,42890,45421,43225,0.798,0.992,C,45,,,566,4123062,35.2248,-88.2573,35.2256,-88.2581,35.25,-88.25,85833,85493,88349,0.747,0.972,C,52
567,2548450,28.96,81.12,28.9617,81.1217,29.25,81.75,21240,22646,18843,0.576,0.887,N,,,,567,4123063,35.0867,-85.2786,35.0859,-85.2769,35.25,-85.25,55426,55314,55301,0.76,0.998,C,54
568,2548460,28.95,81.44,28.95,81.445,29.25,81.75,19240,20844,18843,0.611,0.979,N,,,,568,4123080,37.0217,-88.2231,37.0217,-88.2231,36.75,-87.75,45579,45524,47345,0.702,0.963,C,47
569,2548500,28.76,81.35,28.7675,81.3542,28.75,81.75,12290,13445,13569,0.554,0.906,N,,,,569,4123130,38.402,-87.7528,38.4012,-87.7528,38.25,-87.75,74165,74131,73891,0.773,0.996,C,59
570,2549350,27.75,84.35,27.7492,84.35,28.25,83.75,11400,11806,10878,0.529,0.954,N,,,,570,4123300,38.2803,-85.7991,38.2828,-85.8008,38.75,-85.25,236130,236285,237297,0.868,0.995,C,63
571,2549500,27.71,84.43,27.71,84.4317,27.75,84.25,31100,31659,32699,0.697,0.951,N,,,,571,4123301,40.1051,-80.7084,40.1034,-80.7067,40.25,-80.75,63766,63717,63489,0.789,0.996,C,43
572,2550200,27.33,87.19,27.33,87.1908,27.75,87.25,28200,27419,27254,0.721,0.966,C,30,,,572,4125500,36.1406,-96.0064,36.1423,-96.0047,36.25,-96.25,193253,191554,191367,0.851,0.99,C,63
573,2550450,26.87,86.82,26.8725,86.8208,27.25,86.75,17600,17700,19194,0.789,0.917,C,32,,,573,4125550,35.264,-95.2394,35.2632,-95.2394,35.25,-95.75,123222,122783,122922,0.763,0.998,C,59
574,2569002,11.5833,104.9425,11.5833,104.9433,12.25,105.75,663000,663092,666801,0.849,0.994,N,,,,574,4125551,35.935,-100.3707,35.935,-100.3707,35.75,-100.75,59223,57527,62766,0.783,0.944,C,58
575,2569003,11.995,105.465,11.9933,105.4708,12.75,105.75,660000,654760,657718,0.847,0.997,N,,,,575,4125801,37.0564,-97.0592,37.0564,-97.0584,37.25,-97.25,113217,116113,119472,0.812,0.948,C,59
576,2569004,12.4767,106.015,12.4767,106.0158,12.75,105.75,646000,647960,657718,0.848,0.982,N,,,,576,4125802,37.9464,-97.775,37.9456,-97.775,38.25,-98.75,100777,101112,102340,0.807,0.985,C,61
577,2569005,13.533,105.945,13.5347,105.945,13.25,105.75,635000,636797,648652,0.842,0.979,C,49,,,577,4125804,34.7909,-92.359,34.7934,-92.3582,35.25,-92.75,409298,406849,404001,0.886,0.987,C,64
578,2569020,11.8117,104.8017,11.8134,104.8084,11.75,104.75,84400,85481,81441,0.804,0.965,N,,,,578,4125900,34.7904,-91.446,34.7904,-91.446,35.25,-91.25,60686,60128,59852,0.765,0.986,C,59
579,2569025,12.715,104.88,12.7133,104.8808,13.25,105.25,14000,13654,15048,0.602,0.93,N,,,,579,4125901,35.6051,-91.2887,35.6059,-91.2887,35.75,-91.25,51437,51420,49763,0.741,0.967,C,57
580,2569026,13.5217,105.2133,13.5225,105.2133,13.75,105.25,9080,9503,12032,0.583,0.755,N,,,,580,4125940,35.7642,-91.2946,35.765,-91.2938,36.25,-91.25,21803,21787,22343,0.752,0.976,C,50
581,2569040,13.5483,106.09,13.5541,106.0867,13.25,106.75,48200,49727,30194,0.478,0.626,N,,,,581,4126702,33.0312,-92.0879,33.0329,-92.0879,33.25,-92.25,27938,28051,30792,0.718,0.907,C,47
582,2569041,13.9667,106.8133,13.9709,106.8091,13.75,107.25,16300,16208,18011,0.645,0.905,N,,,,582,4126801,33.5521,-94.0413,33.5521,-94.0413,33.75,-94.75,124398,124151,130210,0.79,0.955,C,58
583,2569045,13.47,106.9833,13.4717,106.9833,13.25,107.25,25600,27572,27179,0.712,0.942,N,,,,583,4126802,33.8751,-95.5019,33.8759,-95.5019,33.75,-95.75,115335,114988,119951,0.811,0.962,C,60
584,2569050,13.6133,106.0933,13.61,106.0958,14.25,106.25,29600,28796,26909,0.676,0.909,N,,,,584,4126803,34.1101,-98.5317,34.1076,-98.5342,34.25,-98.75,53276,53115,50944,0.74,0.956,C,56
585,2569051,14.1167,106.3933,14.1184,106.3916,14.25,106.25,23500,25326,26909,0.699,0.873,N,,,,585,4126804,33.819,-96.5633,33.8198,-96.5633,33.75,-96.75,102875,102559,107131,0.803,0.96,C,60
586,2587100,43.1197,141.5456,43.1239,141.5464,43.25,141.75,12697,12812,13423,0.648,0.946,N,,,,586,4126805,33.7279,-97.16,33.7279,-97.16,33.75,-97.25,79725,79492,79191,0.793,0.993,C,60
587,2587101,43.33,141.6933,43.33,141.6933,43.75,141.75,9306,9196,11166,0.616,0.833,N,,,,587,4126806,33.0807,-93.8618,33.084,-93.856,33.25,-93.75,146882,146882,153440,0.809,0.957,C,53
588,2588551,35.85,140.14,35.8517,140.1417,36.25,139.75,12458,12120,14944,0.674,0.834,N,,,,588,4127310,33.6514,-90.2108,33.6597,-90.21,34.25,-90.25,13522,13453,15320,0.732,0.883,C,46
589,2588556,35.8492,139.9003,35.9392,139.9419,36.25,139.25,8705,9155,9962,0.543,0.874,N,,,,589,4127503,38.6289,-90.1798,38.6289,-90.179,38.75,-90.25,1805230,1786754,1804064,0.943,0.999,C,68
590,2589500,37.31,138.81,37.3142,138.805,37.25,138.75,9719,9748,9878,0.499,0.984,N,,,,590,4127800,32.315,-90.9058,32.3158,-90.9058,32.25,-91.25,2964255,2933154,2954221,0.95,0.997,C,68
591,2595300,33.63,42.82,33.6442,42.8275,33.75,42.75,264100,267704,260927,0.758,0.988,N,,,,591,4143550,45.0062,-74.7949,45.007,-74.7941,44.75,-75.25,773892,772002,773210,0.915,0.999,C,65
592,2595400,32.72,44.27,32.72,44.2675,33.25,43.75,274100,277356,271291,0.757,0.99,N,,,,592,4146281,38.7743,-121.5983,38.7743,-121.5991,39.25,-121.75,55040,56806,49604,0.731,0.901,C,53
593,2595600,36.32,43.15,36.3292,43.155,36.25,43.25,54900,55595,53976,0.735,0.983,N,,,,593,4146360,37.676,-121.2663,37.676,-121.2655,37.75,-121.25,35058,34551,36911,0.73,0.95,C,55
594,2595700,33.3,44.38,33.2917,44.3842,33.75,44.25,134000,135194,134315,0.808,0.998,N,,,,594,4147460,41.9873,-72.6054,41.9873,-72.6037,42.25,-72.75,25019,25066,26947,0.723,0.928,C,54
595,2605450,36.0003,128.3944,36.0011,128.3944,36.25,128.25,11074,11087,9962,0.671,0.9,N,,,,595,4147461,42.5787,-72.5745,42.5795,-72.5745,42.75,-72.75,20357,20406,22361,0.702,0.91,C,52
596,2605500,35.38,128.48,35.3817,128.48,35.25,128.25,20403,20332,22426,0.689,0.91,N,,,,596,4147700,40.2548,-76.8861,40.2506,-76.8869,40.25,-76.75,62419,62129,65022,0.771,0.96,C,57
597,2605510,35.4,128.85,35.3942,128.8542,35.25,128.25,22916,22778,22426,0.704,0.979,N,,,,597,4147703,39.6573,-76.175,39.6598,-76.1742,39.75,-76.25,70189,69881,72151,0.774,0.973,C,58
598,2617110,37.83,65.25,37.8283,65.2475,37.75,65.25,309000,274334,315618,0.772,0.979,C,47,,,598,4147900,38.9496,-77.1275,38.9479,-77.1292,39.25,-77.25,29940,29911,31208,0.749,0.959,C,56
599,2646100,24.08,89.03,24.08,89.025,24.75,88.25,846900,940593,933349,0.926,0.907,N,,,,599,4148530,33.9932,-81.0498,33.9932,-81.049,34.25,-81.25,20332,20272,17820,0.735,0.876,C,51
600,2646200,24.08,89.03,24.08,89.025,24.75,88.25,846300,940593,933349,0.926,0.907,C,43,,,600,4149300,30.9778,-88.7244,30.977,-88.7261,31.25,-88.75,17068,17127,18442,0.747,0.925,C,55
601,2651080,25.75,89.5,25.7542,89.5017,26.75,88.75,11323,11323,13760,0.586,0.823,N,,,,601,4149301,30.6106,-88.6411,30.6098,-88.6411,30.75,-88.75,21248,21219,21105,0.752,0.993,C,46
602,2651100,25.18,89.67,25.1683,89.6942,24.25,89.75,636130,511887,526096,0.869,0.827,C,39,,,602,4149401,31.6115,-87.553,31.6123,-87.5513,32.25,-87.25,55615,55636,54333,0.739,0.977,C,53
