1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
1642,2903650,57.8,114.03,57.8033,114.03,57.71,113.96,9460,9395,9270,0.905,0.98,V,35,2903651,39,1642,3651309,-17.5947,-44.7139,-17.5939,-44.7131,-17.62,-44.71,26500,26496,26734,0.924,0.991,C,58
1643,2903651,57.65,113.95,57.6425,113.9525,57.62,113.96,9120,9213,9223,0.912,0.989,C,39,,,1643,3651400,-17.5025,-46.5711,-17.5017,-46.5719,-17.54,-46.54,7760,7775,7580,0.871,0.977,C,57
1644,2903652,57.18,114,57.18,114,57.21,113.96,3740,3703,4242,0.801,0.882,C,29,,,1644,3651408,-16.9067,-45.3825,-16.9084,-45.3825,-16.96,-45.46,41300,41265,40711,0.932,0.986,C,58
1645,2903654,58.07,112.88,58.0667,112.885,58.04,112.87,18400,18306,18393,0.934,1,C,39,,,1645,3651410,-16.3494,-46.88,-16.3494,-46.88,-16.37,-46.87,5360,5357,5429,0.85,0.987,C,52
1646,2903655,57.57,112.5,57.5683,112.4875,57.46,112.54,4920,4888,4828,0.892,0.981,C,40,,,1646,3651530,-14.3136,-44.4594,-14.3128,-44.4594,-14.37,-44.54,6030,5990,5786,0.82,0.96,C,50
1647,2903660,64.08,135.97,64.0808,135.97,64.12,136.04,25500,24495,24638,0.934,0.966,C,36,,,1647,3651535,-14.26,-44.1522,-14.26,-44.1514,-14.29,-44.21,16300,16270,16388,0.918,0.995,C,55
1648,2903662,57.27,111.75,59.2766,112.4516,59.21,112.37,18400,18300,18217,0.928,0.99,C,41,,,1648,3651550,-13.56,-44.2856,-13.5567,-44.2864,-13.54,-44.29,9550,9436,9708,0.859,0.984,C,49
1649,2903663,57.62,111.75,57.6467,111.7617,57.62,111.79,5910,5401,5365,0.88,0.908,N,,,,1649,3651650,-12.4106,-45.1222,-12.4106,-45.1222,-12.46,-45.21,6350,6325,6175,0.848,0.972,C,48
1650,2903665,58.2,109.33,58.1983,109.3292,58.12,109.29,6290,6709,6618,0.887,0.95,C,37,,,1650,3651660,-12.1358,-45.1033,-12.1367,-45.1033,-12.12,-45.12,5410,5381,5600,0.84,0.966,C,47
1651,2903667,58.25,109.02,58.2758,109.0367,58.29,109.04,1760,1752,1801,0.837,0.977,C,31,,,1651,3651678,-11.3553,-43.8456,-11.3578,-43.8389,-11.46,-43.87,46300,46358,41457,0.851,0.895,C,52
1652,2903700,63.95,124.83,63.9608,124.8375,63.96,124.87,452000,450096,451505,0.979,0.999,C,62,,,1652,3651680,-11.2356,-43.9494,-11.2372,-43.9478,-11.21,-44.12,22100,22122,22080,0.901,0.999,C,52
1653,2903701,62.15,117.65,62.1508,117.65,62.12,117.62,202000,200878,201286,0.966,0.996,C,57,,,1653,3651720,-11.3233,-42.3056,-11.3233,-42.3072,-11.37,-42.29,3100,3091,3266,0.805,0.949,C,45
1654,2903702,63.22,113.63,63.2108,113.6342,63.21,113.62,168000,167439,167909,0.967,0.999,C,44,,,1654,3651800,-9.4167,-40.5167,-9.4084,-40.5209,-9.46,-40.62,510800,515891,515338,0.977,0.991,C,50
1655,2903703,63.03,112.5,63.0267,112.5,63.04,112.46,136000,135920,136409,0.961,0.997,C,46,,,1655,3651805,-14.7572,-43.9322,-14.7572,-43.9305,-14.79,-43.96,202000,202084,202767,0.969,0.996,C,60
1656,2903704,64.08,109.58,64.085,109.5775,64.12,109.62,57300,57227,57583,0.952,0.995,C,55,,,1656,3651806,-13.2569,-43.4392,-13.2586,-43.4342,-13.29,-43.46,271000,270672,270560,0.974,0.998,C,63
1657,2903705,63.95,124.83,63.9558,124.8292,63.87,124.79,2480,2396,2425,0.824,0.978,C,33,,,1657,3651807,-11.5583,-43.2825,-11.5583,-43.2842,-11.54,-43.29,345000,345244,345875,0.974,0.997,C,63
1658,2903707,63.82,123.57,63.8192,123.57,63.79,123.54,5760,5741,5936,0.89,0.97,C,40,,,1658,3651860,-7.8683,-37.9728,-7.8683,-37.9728,-7.87,-37.96,4970,4971,5084,0.844,0.978,C,49
1659,2903710,64.58,120.03,64.5817,120.0283,64.62,119.96,37000,36997,37155,0.949,0.996,C,45,,,1659,3651870,-8.5275,-38.1664,-8.5267,-38.1664,-8.54,-38.12,2260,2261,2369,0.807,0.954,C,47
1660,2903720,63.5,117.03,63.4992,117.03,63.46,116.96,89600,89461,89673,0.966,0.999,C,50,,,1660,3651900,-9.9833,-36.9833,-9.9808,-36.9833,-9.96,-37.04,622520,629359,629581,0.976,0.989,C,51
1661,2903721,64.23,116.91,64.3433,116.9433,64.37,116.96,78700,79048,79130,0.965,0.995,C,49,,,1661,3652039,-11.7347,-37.8033,-11.7347,-37.8042,-11.71,-37.87,35150,35158,34513,0.93,0.982,C,61
1662,2903722,66.25,114.28,66.2483,114.28,66.21,114.29,16500,16447,16517,0.939,0.999,C,43,,,1662,3652050,-10.9431,-37.3469,-10.9422,-37.3478,-10.87,-37.46,15740,15855,16077,0.898,0.979,C,58
1663,2903725,64.2,118.97,64.2017,118.9717,64.29,118.87,3850,3814,3797,0.854,0.986,C,39,,,1663,3652060,-11.8072,-39.3864,-11.8072,-39.3864,-11.71,-39.46,6795,7125,7038,0.82,0.965,C,49
1664,2903727,66.47,112.32,66.4608,112.32,66.46,112.29,1990,2024,2075,0.884,0.959,C,37,,,1664,3652068,-12.2331,-39.0461,-12.2331,-39.0461,-12.21,-39.04,10560,11576,11390,0.861,0.927,C,52
1665,2903728,64.6,112.52,64.605,112.5208,64.62,112.54,18600,18135,18155,0.917,0.976,C,39,,,1665,3652080,-12.4208,-38.3217,-12.4225,-38.3192,-12.46,-38.37,3300,3208,3177,0.81,0.963,C,54
1666,2903730,63.4,116.4,62.9775,116.5714,62.96,116.62,11200,9739,9983,0.877,0.891,C,34,,,1666,3652089,-12.5119,-38.0667,-12.5119,-38.0675,-12.46,-38.04,4860,4704,4682,0.818,0.963,C,54
1667,2903732,62.42,114.37,62.4175,114.3658,62.37,114.37,6520,6515,6514,0.914,0.999,C,37,,,1667,3652110,-12.7572,-41.3289,-12.7564,-41.3289,-12.71,-41.37,9282,8741,8938,0.864,0.963,C,54
1668,2903740,61.98,109.75,61.98,109.7267,61.96,109.71,22600,22615,22938,0.93,0.985,N,,,,1668,3652130,-12.5156,-39.8481,-12.5156,-39.8472,-12.54,-39.87,31488,31059,31552,0.926,0.998,C,56
1669,2903741,61.9,109.58,61.8992,109.5808,61.79,109.62,21000,22434,22409,0.921,0.937,C,40,,,1669,3652210,-14.6125,-41.1381,-14.61,-41.1381,-14.62,-41.21,6980,7926,7690,0.893,0.908,C,54
1670,2903745,63.32,109.42,63.3192,109.4167,63.29,109.46,4130,4160,4167,0.885,0.991,C,38,,,1670,3652230,-14.815,-39.2961,-14.815,-39.2961,-14.87,-39.37,3695,3948,3966,0.848,0.932,C,48
1671,2903750,63.37,111.93,63.3708,111.93,63.37,111.87,3380,3348,3397,0.844,0.995,C,38,,,1671,3652320,-15.5589,-39.3081,-15.5689,-39.3072,-15.62,-39.37,30360,30619,30931,0.923,0.982,C,58
1672,2903760,61.72,113.02,61.7383,112.985,61.71,112.96,9230,8970,8853,0.918,0.959,C,38,,,1672,3652350,-15.2414,-40.2333,-15.2414,-40.2325,-15.21,-40.29,2810,2872,2976,0.84,0.944,C,51
1673,2903810,55.97,127.58,55.9675,127.58,55.96,127.54,4180,4194,5078,0.724,0.823,N,,,,1673,3652410,-17.5792,-42.9953,-17.5792,-42.9953,-17.62,-43.04,2535,2844,2932,0.804,0.865,C,43
1674,2903981,69.58,147.35,69.6358,147.3875,69.62,147.46,305000,305070,305976,0.978,0.997,C,56,,,1674,3652419,-16.8503,-42.0631,-16.8553,-42.0706,-16.87,-42.04,16230,15837,16081,0.906,0.991,C,57
1675,2903983,64.05,141.88,64.0408,141.8925,63.96,141.87,51100,51058,51196,0.958,0.998,C,55,,,1675,3652450,-16.1386,-40.3069,-16.1344,-40.3069,-16.12,-40.37,63300,62442,62233,0.952,0.983,C,59
1676,2903985,64.53,143.12,64.5367,143.1192,64.54,143.12,83500,83282,83588,0.968,0.999,C,57,,,1676,3652455,-15.9483,-39.5236,-15.9466,-39.5236,-15.96,-39.54,67769,67896,67660,0.949,0.998,C,59
1677,2903991,63.43,140.6,63.4342,140.5983,63.46,140.54,1830,1838,2063,0.798,0.887,N,,,,1677,3652500,-17.8333,-40.35,-17.8367,-40.3475,-17.87,-40.37,14174,14190,14688,0.899,0.965,C,46
1678,2903993,64.43,144.37,64.4533,144.3633,64.46,144.37,22300,22137,21718,0.938,0.974,C,48,,,1678,3652600,-19.4075,-40.0639,-19.41,-40.0656,-19.37,-40.04,78456,82242,82329,0.96,0.953,C,46
1679,2904200,51.26,142.71,51.2592,142.7008,51.12,142.71,3420,4319,3809,0.793,0.898,N,,,,1679,3652630,-19.5333,-42.6333,-19.53,-42.63,-19.54,-42.71,5130,5291,5315,0.848,0.965,C,36
1680,2906200,52.25,117.72,52.2592,117.7183,52.29,117.71,175000,172967,173412,0.963,0.991,C,47,,,1680,3652660,-19.4925,-41.1617,-19.4917,-41.1617,-19.46,-41.21,8810,8717,8857,0.893,0.995,C,59
1681,2906201,53.42,119.97,53.4158,119.975,53.37,119.96,200000,197785,198073,0.966,0.99,C,53,,,1681,3652810,-23.3689,-45.9022,-23.3697,-45.9014,-23.37,-45.87,4935,4938,4959,0.842,0.995,C,57
1682,2906300,49.78,129.92,49.7808,129.9208,49.79,129.96,67400,67848,67885,0.953,0.993,C,47,,,1682,3652850,-21.9664,-43.3725,-21.9664,-43.3733,-21.96,-43.37,3645,3638,3658,0.836,0.996,C,56
1683,2906500,51.95,129.12,51.8542,129.2058,51.96,129.29,67000,66636,67129,0.949,0.998,N,,,,1683,3652870,-21.3894,-42.6964,-21.3911,-42.6964,-21.37,-42.71,5858,5869,5744,0.87,0.981,C,58
1684,2906600,48.93,131.8,48.9892,131.7883,48.96,131.71,2910,2941,2887,0.824,0.992,C,36,,,1684,3652879,-21.5422,-42.1806,-21.5422,-42.1797,-21.54,-42.21,8245,8207,7975,0.876,0.967,C,51
1685,2906700,48.43,135.05,48.4425,135.0425,48.46,134.96,1630000,1446221,1448623,0.987,0.889,C,48,,,1685,3652880,-21.6453,-41.7522,-21.6419,-41.7522,-21.62,-41.79,46731,46736,46530,0.93,0.996,C,59
1686,2906800,45.02,133.65,44.9642,133.5742,44.96,133.54,24400,24125,24439,0.931,0.998,N,,,,1686,3652890,-21.7533,-41.3003,-21.7533,-41.3003,-21.71,-41.37,55500,55664,55554,0.934,0.999,C,61
1687,2906850,44.31,134.26,44.3933,134.2433,44.37,134.29,3350,3141,3266,0.852,0.975,C,36,,,1687,3653120,-24.5858,-48.5917,-24.5866,-48.5917,-24.62,-48.62,12450,12517,12591,0.897,0.989,C,59
1688,2906860,45.56,134.81,45.6018,134.2851,45.62,134.29,4730,4793,4903,0.854,0.965,C,36,,,1688,3653350,-27.0372,-49.3875,-27.0322,-49.3917,-27.04,-49.37,9242,9279,9157,0.877,0.991,C,51
1689,2906880,52.56,136.5,52.5608,136.505,52.54,136.46,9769,9769,9743,0.859,0.997,C,38,,,1689,3653352,-26.9181,-49.0653,-26.9181,-49.0653,-26.87,-49.12,11803,11922,11606,0.893,0.983,C,59
1690,2906900,50.63,137.12,50.6017,137.1625,50.54,137.04,1730000,1740547,1744169,0.987,0.992,C,60,,,1690,3653710,-30.9611,-53.4886,-30.9586,-53.4886,-30.96,-53.54,4069,4072,4048,0.856,0.995,C,49
1691,2906901,52.53,140.47,52.4592,140.3925,52.37,140.37,1790000,1800792,1804248,0.987,0.992,V,47,2906900,60,1691,3653770,-29.9567,-51.0067,-29.96,-51.0075,-29.96,-50.96,1660,1657,1784,0.8,0.93,C,50
1692,2907007,54.51,109.81,50.4892,105.1182,50.37,105.04,5120,5047,4974,0.831,0.971,C,36,,,1692,3660105,-19.9667,-47.5,-19.9708,-47.4983,-19.96,-47.46,63500,62120,62442,0.945,0.983,C,36
1693,2907010,53.6,109.6,53.5983,109.6008,53.62,109.62,19800,19438,19713,0.937,0.996,C,49,,,1693,3660200,-22.2992,-47.1339,-22.2992,-47.1339,-22.29,-47.04,4650,4665,4751,0.873,0.979,C,57
1694,2907011,54.38,110.42,54.3867,110.4267,54.46,110.37,9350,9444,9688,0.9,0.965,C,45,,,1694,3662100,-20.8667,-51.6331,-20.8667,-51.6281,-20.79,-51.62,477027,476211,478192,0.98,0.998,C,49
1695,2907014,53.73,110.25,53.7283,110.2508,53.71,110.29,3270,3262,3374,0.871,0.969,C,42,,,1695,3662300,-21.6144,-53.0511,-21.6094,-53.0519,-21.54,-53.12,13590,13597,13577,0.901,0.999,C,58
1696,2907016,54.25,110.72,54.23,110.7125,54.21,110.79,1100,1034,1011,0.778,0.919,N,,,,1696,3662400,-24.1661,-53.7358,-24.1661,-53.735,-24.21,-53.71,20982,20952,21115,0.938,0.994,C,60
1697,2907019,52.92,108.73,52.9892,108.6942,52.96,108.71,5050,4214,4090,0.79,0.81,N,,,,1697,3662600,-24.0167,-51.95,-24.0167,-51.9467,-24.12,-51.87,3294,3284,3120,0.842,0.947,C,53
1698,2907020,51.83,107.63,51.8258,107.63,51.79,107.62,34700,34766,35061,0.947,0.99,C,50,,,1698,3662650,-23.1981,-53.3042,-23.1981,-53.305,-23.21,-53.21,34432,34412,34174,0.94,0.993,C,59
1699,2907021,52.15,109.75,52.1558,109.7525,52.12,109.79,7850,7907,7901,0.876,0.994,C,46,,,1699,3662655,-23.3231,-52.6644,-23.3231,-52.6653,-23.29,-52.62,28427,28409,28352,0.941,0.997,C,62
1700,2907022,52.32,110.63,52.3233,110.6308,52.29,110.71,3900,3906,3845,0.841,0.986,C,42,,,1700,3663700,-23.2514,-50.9819,-23.2497,-50.9828,-23.29,-50.96,21915,21908,22139,0.923,0.99,C,54
1701,2907025,52.1,109.73,52.1067,109.735,52.04,109.79,7800,7698,7673,0.87,0.984,C,39,,,1701,3663800,-23.0831,-50.2831,-23.0856,-50.2864,-23.12,-50.29,5622,5612,5648,0.867,0.995,C,58
1702,2907026,51.88,110.48,51.8858,110.4767,51.87,110.54,3300,2576,2607,0.822,0.79,C,31,,,1702,3664100,-25.7739,-52.9329,-25.7722,-52.9337,-25.79,-52.87,6696,6687,6536,0.868,0.976,C,56
1703,2907027,52.23,109.88,52.235,109.8517,52.21,109.79,3580,3612,3868,0.845,0.926,C,36,,,1703,3664102,-25.6822,-52.9844,-25.6814,-52.9836,-25.71,-52.96,7130,7234,7076,0.867,0.992,C,54
1704,2907028,52.48,110,52.4825,109.9842,52.54,110.04,2660,2662,2763,0.847,0.963,C,39,,,1704,3664150,-25.5392,-53.0311,-25.5417,-53.0303,-25.54,-52.96,45824,45823,46165,0.944,0.993,C,54
1705,2907030,52.05,108.51,52.05,108.5117,52.12,108.54,5500,5476,5344,0.85,0.972,C,43,,,1705,3664160,-25.6831,-54.4331,-25.6856,-54.4406,-25.71,-54.46,67317,67099,67541,0.95,0.997,C,62
1706,2907031,52.38,108.92,52.3917,108.9117,52.46,108.96,3620,3623,3710,0.853,0.976,C,35,,,1706,3664600,-26.3839,-50.8783,-26.3831,-50.8775,-26.37,-50.87,2614,2607,2836,0.83,0.922,C,46
1707,2907035,52.6,108.07,52.6017,108.0717,52.62,108.04,1740,1810,1939,0.793,0.897,N,,,,1707,3664800,-25.5481,-49.8894,-25.5481,-49.8886,-25.54,-49.79,3662,3620,3711,0.83,0.987,C,56
1708,2907038,52.2,107.63,52.1983,107.6292,52.21,107.62,2120,2045,2056,0.784,0.97,N,,,,1708,3664802,-26.2281,-51.0803,-26.2281,-51.0794,-26.21,-51.04,24211,24205,24563,0.923,0.986,C,60
1709,2907039,51.92,108.18,51.9183,108.1808,51.87,108.21,4400,4299,4278,0.86,0.972,N,,,,1709,3664905,-26.1097,-49.8011,-26.1097,-49.8011,-26.12,-49.71,3379,3293,3382,0.812,0.999,C,54
1710,2907040,51.2,106.97,51.2217,106.9917,51.21,107.04,38300,38169,38239,0.935,0.998,C,49,,,1710,3666020,-19.6006,-57.4372,-19.5989,-57.4389,-19.46,-57.37,363500,370652,368638,0.977,0.986,C,60
1711,2907041,50.62,107.82,50.6167,107.8142,50.62,107.87,29600,29520,29546,0.928,0.998,C,46,,,1711,3666050,-16.0758,-57.7022,-16.075,-57.7022,-16.04,-57.71,32774,32407,32231,0.944,0.983,C,62
1712,2907042,51.35,110.47,51.35,110.47,51.37,110.54,15400,15406,15391,0.911,0.999,C,48,,,1712,3666100,-19.5667,-56.2,-19.59,-56.1892,-19.62,-56.04,14770,17453,17273,0.921,0.855,C,35
1713,2907043,50.83,108.4,50.835,108.3992,50.79,108.37,25711,26280,26432,0.921,0.973,C,48,,,1713,3666200,-17.2017,-56.0086,-17.2025,-56.0086,-17.29,-55.87,17150,23630,23107,0.908,0.742,C,47
1714,2907044,51.72,111.97,51.7267,111.9725,51.71,112.04,3240,3205,3294,0.878,0.984,C,46,,,1714,3666250,-17.2078,-54.1511,-17.2078,-54.1519,-17.21,-54.12,2872,2912,3026,0.836,0.949,C,52
1715,2907045,51.82,112.52,51.8225,112.5167,51.87,112.54,1900,1872,1800,0.847,0.947,C,41,,,1715,3666300,-16.315,-56.5422,-16.3142,-56.543,-16.29,-56.54,2660,2914,2961,0.826,0.898,C,48
1716,2907046,51.73,111.95,51.7325,111.9467,51.79,111.96,1590,1586,1591,0.794,0.999,N,,,,1716,3666400,-17.6233,-56.965,-17.6233,-56.9658,-17.62,-56.96,102750,102457,101929,0.955,0.992,C,61
1717,2907047,50.97,110.35,50.9742,110.35,50.96,110.29,1300,1298,1303,0.81,0.998,C,37,,,1717,3666401,-16.5119,-56.3756,-16.5136,-56.3739,-16.46,-56.29,36710,36710,36377,0.932,0.991,C,60
1718,2907048,50.83,108.4,50.835,108.3992,50.79,108.37,25700,26280,26432,0.921,0.972,V,39,2907043,48,1718,3666500,-16.6081,-55.2064,-16.6081,-55.2056,-16.54,-55.04,21800,23129,22669,0.922,0.962,C,59
1719,2907050,50.88,108.62,50.88,108.62,50.87,108.71,2290,2293,2341,0.805,0.978,C,40,,,1719,3666600,-20.2408,-56.3961,-20.2408,-56.4003,-20.29,-56.37,15460,14994,14852,0.916,0.961,C,59
1720,2907052,51.15,108.95,51.1475,108.95,51.21,108.87,1240,1239,1239,0.745,0.999,N,,,,1720,3666700,-18.5078,-54.7619,-18.5086,-54.7627,-18.54,-54.79,27040,27628,27187,0.925,0.995,C,61
1721,2907060,50.92,106.63,50.9217,106.63,50.87,106.62,44700,44477,44147,0.939,0.988,C,49,,,1721,3667060,-21.7003,-57.8911,-21.7003,-57.8928,-21.54,-57.96,474500,570782,567013,0.978,0.837,C,55
1722,2907061,50.3,108.63,50.3092,108.6458,50.29,108.71,15600,15548,15252,0.912,0.978,C,47,,,1722,3667400,-22.2236,-57.3039,-22.2244,-57.3039,-22.21,-57.29,11100,10143,10000,0.881,0.901,C,54
1723,2907062,49.9,110.53,49.9,110.5308,49.79,110.46,1510,1517,1226,0.752,0.812,N,,,,1723,3669050,-28.2108,-50.7586,-28.2108,-50.7578,-28.21,-50.79,8400,8433,9432,0.847,0.891,C,47
1724,2907065,50.45,109.55,50.4533,109.5533,50.46,109.54,2010,2029,2203,0.769,0.912,N,,,,1724,3669310,-26.9333,-52.9,-26.9383,-52.905,-26.96,-52.87,7535,7546,7659,0.882,0.984,C,44
1725,2907070,49.88,108.05,49.8792,108.0533,49.87,108.04,2120,2082,2179,0.823,0.973,C,41,,,1725,3669520,-28.1814,-54.7383,-28.1822,-54.735,-28.21,-54.71,9426,9443,9350,0.891,0.992,C,55
1726,2907071,49.92,108.1,49.9225,108.0983,49.87,108.12,1140,1143,1001,0.727,0.878,N,,,,1726,3669600,-29.3092,-56.0547,-29.3109,-56.053,-29.29,-56.04,42498,42504,42325,0.948,0.996,C,62
1727,2907075,50.42,106.82,50.4225,106.82,50.29,106.71,1130,1170,1215,0.747,0.93,N,,,,1727,3669630,-29.7686,-55.7872,-29.7686,-55.788,-29.79,-55.79,5942,5939,5927,0.897,0.997,C,59
1728,2907080,50.63,106.12,50.6317,106.1175,50.62,106.12,23300,23629,23438,0.93,0.994,C,49,,,1728,3669700,-27.4611,-51.9044,-27.4603,-51.9044,-27.46,-51.87,41267,40990,41190,0.943,0.998,C,55
1729,2907081,50.43,103.93,50.4058,103.9458,50.37,103.87,8480,9424,9386,0.903,0.903,C,43,,,1729,3819100,-0.3028,-77.775,-0.3069,-77.7708,-0.29,-77.79,2500,2511,2479,0.835,0.992,C,48
1730,2907085,51.1,105.98,51.0967,105.9758,51.12,105.96,4240,4257,4328,0.808,0.98,C,42,,,1730,3822100,-1.3897,-78.4211,-1.3897,-78.4211,-1.37,-78.46,7690,7899,8203,0.878,0.937,C,42
1731,2907087,50.7,102.8,50.7,102.8067,50.79,102.79,1030,1060,976,0.756,0.948,N,,,,1731,3843100,0.8492,-78.4636,0.8758,-78.4536,0.87,-78.46,4960,5035,4872,0.873,0.982,C,50
1732,2907100,51.36,104.31,51.4075,104.3117,51.37,104.29,1130,872,1078,0.66,0.954,N,,,,1732,3844100,0.5233,-79.4153,0.5292,-79.4144,0.46,-79.37,18800,19672,19916,0.918,0.944,C,50
1733,2907106,55.85,110.15,55.8433,110.1483,55.87,110.21,20600,19744,19549,0.92,0.949,C,47,,,1733,3844300,-1.0181,-79.4619,-1.0181,-79.4644,-0.96,-79.46,3507,3515,3846,0.834,0.912,C,44
1734,2907109,56.2,112.33,56.1917,112.345,56.12,112.37,1090,1121,1061,0.738,0.973,N,,,,1734,3844400,-1.6958,-79.9956,-1.7,-79.9956,-1.62,-80.04,8690,9039,8974,0.858,0.968,C,47
1735,2907220,50.43,103.77,50.43,103.7692,50.54,103.71,3600,3605,3541,0.851,0.984,C,39,,,1735,3844450,-1.5492,-79.7506,-1.5475,-79.7506,-1.46,-79.71,4400,4351,4786,0.81,0.919,C,43
1736,2907227,51.43,104.63,51.4292,104.6317,51.37,104.62,3000,2991,3028,0.789,0.991,N,,,,1736,3844460,-1.5708,-79.4822,-1.575,-79.4714,-1.54,-79.46,3720,3566,3333,0.836,0.896,C,38
1737,2907400,52.03,107.48,52.0142,107.4883,52.04,107.54,440000,440673,441260,0.979,0.997,C,61,,,1737,3844800,-3.3053,-79.505,-3.3119,-79.5058,-3.29,-79.46,3320,3344,3243,0.84,0.977,C,46
1738,2907401,52.07,107.65,52.0851,106.6652,52.12,106.71,445000,445221,445960,0.979,0.998,V,45,2907400,61,1738,3947700,-4.3003,-80.1503,-4.2986,-80.1519,-4.29,-80.12,6912,7017,7161,0.887,0.965,C,37
1739,2907402,51.1,106.67,51.0992,106.6733,51.04,106.62,360000,361304,361584,0.976,0.996,C,51,,,1739,3948600,-11.15,-77.2,-11.14,-77.205,-11.04,-77.12,2855,2855,2520,0.814,0.883,C,50
1740,2907403,50.4,106.12,50.4017,106.0992,50.37,106.12,282000,283207,283802,0.974,0.994,C,51,,,1740,4101200,67.8754,-163.6774,67.8771,-163.6774,67.87,-163.62,1826,1853,1838,0.851,0.993,C,54
1741,2907422,51.53,106.97,51.5383,106.9683,51.54,106.96,1840,1829,1875,0.821,0.981,C,44,,,1741,4101300,69.7114,-144.1906,69.7097,-144.1923,69.62,-144.21,1772,1767,1843,0.838,0.961,C,47
1742,2907424,51.48,107.37,51.4817,107.37,51.46,107.37,1060,1041,1074,0.776,0.987,N,,,,1742,4101400,70.2814,-148.9628,70.2814,-148.9628,70.21,-149.04,8107,8711,8666,0.923,0.935,C,58
1743,2907428,51.07,107.27,51.0808,107.27,51.04,107.29,1310,1246,1193,0.716,0.911,N,,,,1743,4101451,69.01,-148.82,69.0142,-148.8158,68.96,-148.87,4817,4799,4785,0.867,0.993,C,56
1744,2907910,55.88,109.78,55.8775,109.7767,55.96,109.71,1050,1043,962,0.751,0.916,N,,,,1744,4101501,69.36,-152.12,69.36,-152.12,69.37,-152.29,35820,35840,35856,0.94,0.999,C,55
1745,2907915,55.75,109.3,55.7525,109.3033,55.79,109.29,2380,2371,2317,0.814,0.974,C,35,,,1745,4101600,69.76,-154.66,69.76,-154.655,69.79,-154.62,4395,4367,4447,0.821,0.988,C,43
1746,2907935,52.55,106.07,52.5517,106.0642,52.62,106.04,1700,1714,1723,0.8,0.987,C,41,,,1746,4101700,70.4954,-157.3958,70.4946,-157.3958,70.46,-157.37,4618,4549,4523,0.861,0.979,C,56
1747,2907940,52.05,105.42,52.0508,105.4217,52.04,105.37,2260,2274,2266,0.834,0.997,C,44,,,1747,4101900,66.973,-160.1336,66.9755,-160.1336,66.96,-160.12,24657,24492,24508,0.928,0.994,C,60
1748,2908010,57.37,96.63,57.3758,96.64,57.37,96.71,51000,50739,50722,0.957,0.995,N,,,,1748,4102100,61.8704,-158.1032,61.8687,-158.1032,61.87,-157.96,80549,80382,80338,0.96,0.997,C,62
1749,2908011,56.37,98.37,56.3725,98.3708,56.29,98.29,31800,31468,31319,0.951,0.985,C,45,,,1749,4102200,59.9348,-158.19,59.9331,-158.19,59.96,-158.29,3859,3952,3912,0.868,0.986,C,58
1750,2908012,55.97,97.78,55.965,97.785,55.96,97.79,24700,24627,24571,0.946,0.995,C,47,,,1750,4102400,63.93,-160.31,63.9292,-160.31,63.96,-160.29,2714,2715,2576,0.847,0.949,C,42
1751,2908013,55.53,97.83,55.53,97.8292,55.46,97.87,10200,10196,9929,0.912,0.973,N,,,,1751,4102740,59.3484,-157.4752,59.3467,-157.4752,59.46,-157.29,25512,25308,25486,0.913,0.999,C,43
1752,2908014,54.6,98.23,54.6817,98.1992,54.71,98.21,5890,5585,5834,0.85,0.99,C,33,,,1752,4102750,59.8588,-154.8755,59.8596,-154.8755,59.87,-154.87,9008,9167,9070,0.885,0.993,C,44
1753,2908015,54.47,97.83,54.4675,97.83,54.46,97.79,1770,1763,1716,0.79,0.969,N,,,,1753,4103200,61.9337,-162.8829,61.9304,-162.8812,61.96,-162.79,831390,822344,824957,0.983,0.992,C,62
1754,2908020,55.53,97.6,55.5142,97.6158,55.54,97.62,7940,7882,8239,0.882,0.964,C,39,,,1754,4103250,62.78,-160.69,62.7842,-160.6983,62.87,-160.71,3678,3661,3622,0.89,0.985,C,45
1755,2908025,55.55,98.68,55.55,98.6775,55.54,98.71,1990,1979,2254,0.779,0.883,N,,,,1755,4103400,65.2394,-141.6552,65.2394,-141.6552,65.29,-141.62,2411,2412,2557,0.855,0.943,C,41
1756,2908030,57.4,94.77,57.3767,94.7817,57.37,94.79,9070,9429,9509,0.891,0.954,C,40,,,1756,4103505,67.4379,-150.0777,67.4379,-150.0785,67.46,-150.04,3108,3020,3148,0.818,0.987,C,36
1757,2908035,57.27,94.67,57.2425,94.7,57.21,94.71,1250,1200,1357,0.78,0.921,N,,,,1757,4103530,65.6648,-149.0989,65.6648,-149.0989,65.71,-149.12,1714,1721,1778,0.802,0.964,C,51
1758,2908037,56.18,96.57,56.18,96.57,56.12,96.54,2390,2464,2373,0.826,0.993,C,38,,,1758,4103550,65.8751,-149.7203,65.8751,-149.7203,65.87,-149.71,508417,501194,503011,0.979,0.989,C,62
1759,2908039,55.8,97.28,55.7983,97.2825,55.79,97.29,4580,4039,4560,0.761,0.996,N,,,,1759,4103600,64.5648,-149.0941,64.5656,-149.0941,64.54,-149.04,66304,66178,66138,0.953,0.997,C,63
1760,2908040,56.13,100.05,56.1258,100.0517,56.12,100.12,2130,2101,2073,0.844,0.973,C,38,,,1760,4103601,64.4,-146.94,64.3917,-146.95,64.37,-146.87,44652,44978,45072,0.944,0.991,C,38
