no	GRDC_No	lat	lon	areaGRDC	newlat	newlon	newarea	UPS_Indicator	dist_Indicator	Indicator	shapefile
2422	2903741	61.9	109.58	21000	61.89916667	109.5808333	22433.986	6.828506324	1.301076477	9.430659279	1
2423	2903745	63.32	109.42	4130	63.31916667	109.4166667	4160.3486	0.734833724	3.793257176	8.321348075	1
2424	2903750	63.37	111.93	3380	63.37083333	111.93	3348.18	0.941422141	0.92	2.781422141	1
2425	2903760	61.72	113.02	9230	61.73833333	112.985	8969.818	2.818869346	43.6200321	24.62888539	1
2426	2903810	55.97	127.58	4180	55.9675	127.58	4194.4355	0.345348011	2.76	5.865348011	1
2427	2903811	55.95	127.58	950	55.95	127.5791667	944.36194	0.59348016	0.92	2.43348016	1
2428	2903920	58.97	126.27	22.8	58.94083333	126.2958333	21.8246	4.278069212	43.0143046	25.78522151	0
2429	2903930	61.88	135.57	20.3	61.87916667	135.5708333	23.015314	13.37593154	1.301076477	15.97808449	1
2430	2903940	63.27	143.23	743	63.2025	143.2191667	634.2924	14.63089913	75.47365103	52.36772465	0
2431	2903950	60.45	120.35	469	60.4475	120.3525	479.59293	2.258619622	3.903229432	10.06507849	1
2432	2903960	61.93	129.55	170	61.92166667	129.545	163.75856	3.671435188	10.72895149	25.12933816	1
2433	2903981	69.58	147.35	305000	69.63583333	147.3875	305070.25	0.023032787	74.25260669	37.14933613	0
2434	2903983	64.05	141.88	51100	64.04083333	141.8925	51057.703	0.08277275	17.11298922	34.30875119	0
2435	2903985	64.53	143.12	83500	64.53666667	143.1191667	83282.17	0.260872006	7.417277128	15.09542626	0
2436	2903987	64.4	139.9	3090	64.34583333	139.8716667	533.7626	82.72613032	1067.486876	349.5978493	0
2437	2903989	64.53	143.15	28.4	64.535	143.1525	27.337263	3.742031312	6.171547618	16.08512655	0
2438	2903991	63.43	140.6	1830	63.43416667	140.5983333	1838.0692	0.440940648	4.954351623	10.34964389	0
2439	2903993	64.43	144.37	22300	64.45333333	144.3633333	22137.494	0.728725827	26.79080439	14.12412802	0
2440	2904200	51.26	142.71	3420	51.25916667	142.7008333	4318.793	26.28049616	10.16173214	46.60396043	1
2441	2904800	46.81	142.44	667	46.80666667	142.3583333	995.544	49.25697247	90.23507079	71.81574016	1
2442	2904850	47.33	142.59	679	47.325	142.5675	672.1173	1.013651021	25.4459427	13.73662237	1
2443	2905800	43.44	133.51	549	43.41166667	133.4608333	287.5852	47.61653824	62.64787945	78.94047796	1
2444	2906100	51.93	113.68	575	51.94666667	113.6283333	571.89044	0.540792714	59.93431071	30.50794807	1
2445	2906200	52.25	117.72	175000	52.25916667	117.7183333	172967.28	1.161553571	10.2859127	21.73337896	1
2446	2906201	53.42	119.97	200000	53.41583333	119.975	197785.42	1.107289063	7.185429702	15.47814847	1
2447	2906300	49.78	129.92	67400	49.78083333	129.9208333	67848.03	0.664734792	1.301076477	3.266887747	1
2448	2906500	51.95	129.12	67000	51.85416667	129.2058333	66635.52	0.543994869	142.0320302	36.05200242	1
2449	2906600	48.93	131.8	2910	48.98916667	131.7883333	2941.4282	1.080007651	66.57775004	34.36888267	1
2450	2906650	48.81	132.89	155	48.81333333	132.915	123.61209	20.25026383	27.84425255	34.1723901	1
2451	2906700	48.43	135.05	1630000	48.4425	135.0425	1446221.1	11.27477761	16.09342723	43.46163207	1
2452	2906800	45.02	133.65	24400	44.96416667	133.5741667	24124.576	1.128786181	103.9640707	53.11082154	1
2453	2906850	44.31	134.26	3350	44.39333333	134.2433333	3140.5474	6.252317514	93.82195905	53.16329704	1
2454	2906860	45.56	134.81	4730	45.601755	134.2851	0.024061497	99.9994913	1000	349.9994913	1
2455	2906880	52.56	136.5	-999	52.56083333	136.505	9768.624	3.374086334	5.596141528	14.56636939	1
2456	2906900	50.63	137.12	1730000	50.60166667	137.1625	1740546.8	0.609638728	56.39082195	28.8050497	1
2457	2906901	52.53	140.47	1790000	52.45916667	140.3925	1800791.5	0.602877095	115.9126982	58.55922619	1
2458	2907005	54.51	109.81	93.6	54.49916667	109.77	92.63911	1.026595352	45.75092567	23.90205819	1
2459	2907006	54.51	109.81	552	54.45666667	109.8391667	594.487	7.696920201	67.10957011	41.25170526	0
2460	2907007	54.51	109.81	5120	50.489246	105.118227	0.004995605	99.99990243	1000	349.9999024	1
2461	2907008	53.87	109.93	29.7	53.87333333	109.93	31.319407	5.45254717	3.68	12.81254717	1
2462	2907010	53.6	109.6	19800	53.59833333	109.6008333	19437.533	1.830640388	2.057182539	5.945005467	1
2463	2907011	54.38	110.42	9350	54.38666667	110.4266667	9444.329	1.008867396	10.40861182	21.82609103	1
2464	2907012	53.63	109.7	177	53.63416667	109.7041667	176.64513	0.200493592	6.505382387	13.21125837	1
2465	2907013	53.52	109.92	290	53.52166667	109.9225	288.4473	0.535415123	3.317107173	7.16962947	1
2466	2907014	53.73	110.25	3270	53.72833333	110.2508333	3262.4138	0.231993322	2.057182539	4.346358401	1
2467	2907015	54.47	110.52	189	54.47	110.5108333	193.33496	2.293630126	10.12	22.53363013	1
2468	2907016	54.25	110.72	1100	54.23	110.7125	1034.4825	5.956132369	23.58145034	17.74685754	1
2469	2907018	53.25	108.73	440	53.2525	108.7283333	434.01984	1.359128085	3.317107173	7.993342432	1
2470	2907019	52.92	108.73	5050	52.98916667	108.6941667	4213.5205	16.56395034	85.99908837	59.56349452	1
2471	2907020	51.83	107.63	34700	51.82583333	107.63	34766.055	0.19035933	4.6	9.39035933	1
2472	2907021	52.15	109.75	7850	52.15583333	109.7525	7906.762	0.72308544	7.006511257	14.73610795	1
2473	2907022	52.32	110.63	3900	52.32333333	110.6308333	3906.288	0.161232973	3.793257176	7.747747324	1
2474	2907025	52.1	109.73	7800	52.10666667	109.735	7697.6064	1.312737881	9.2	19.71273788	1
2475	2907026	51.88	110.48	3300	51.88583333	110.4766667	2576.27	21.93121153	7.417277128	36.76576579	1
2476	2907027	52.23	109.88	3580	52.235	109.8516667	3612.4097	0.905297988	31.76332476	16.78696037	1
2477	2907028	52.48	110	2660	52.4825	109.9841667	2661.8135	0.068175811	17.69655334	35.46128248	1
2478	2907030	52.05	108.51	5500	52.05	108.5116667	5476.4653	0.427903054	1.84	4.107903054	1
2479	2907031	52.38	108.92	3620	52.39166667	108.9116667	3623.109	0.085880849	15.82827849	31.74243783	1
2480	2907032	52.63	109.52	230	52.65583333	109.5166667	227.39911	1.130822223	28.75643928	15.50904186	1
2481	2907033	51.62	109.6	820	51.6175	109.5933333	825.46954	0.667017495	7.860483446	16.38798439	1
2482	2907035	52.6	108.07	1740	52.60166667	108.0716667	1810.2325	4.0363531	2.602152955	9.24065901	1
2483	2907037	52.57	107.13	379	52.57083333	107.13	376.48877	0.662593791	0.92	2.502593791	1
2484	2907038	52.2	107.63	2120	52.19833333	107.6291667	2045.2351	3.526645876	2.057182539	7.641010955	1
2485	2907039	51.92	108.18	4400	51.91833333	108.1808333	4299.049	2.294344815	2.057182539	6.408709894	1
2486	2907040	51.2	106.97	38300	51.22166667	106.9916667	38168.75	0.342689295	33.82798841	17.2566835	1
2487	2907041	50.62	107.82	29600	50.61666667	107.8141667	29519.69	0.271319415	7.417277128	15.10587367	1
2488	2907042	51.35	110.47	15400	51.35	110.47	15406.45	0.041884385	0	0.041884385	1
2489	2907043	50.83	108.4	25711	50.835	108.3991667	26279.842	2.212445245	5.596141528	13.4047283	1
2490	2907044	51.72	111.97	3240	51.72666667	111.9725	3205.067	1.078182268	7.860483446	16.79914916	1
2491	2907045	51.82	112.52	1900	51.8225	112.5166667	1872.4012	1.452566046	4.6	10.65256605	1
2492	2907046	51.73	111.95	1590	51.7325	111.9466667	1586.4169	0.225354081	4.6	9.425354081	1
2493	2907047	50.97	110.35	1300	50.97416667	110.35	1298.4248	0.12116887	4.6	9.32116887	1
2494	2907048	50.83	108.4	25700	50.835	108.3991667	26279.842	2.256193762	5.596141528	13.44847682	1
2495	2907050	50.88	108.62	2290	50.88	108.62	2292.6084	0.113903862	0	0.113903862	1
2496	2907052	51.15	108.95	1240	51.1475	108.95	1239.0516	0.076480989	2.76	5.596480989	1
2497	2907053	51.23	108.85	966	51.22833333	108.8516667	942.0078	2.483663302	2.602152955	7.687969212	1
2498	2907060	50.92	106.63	44700	50.92166667	106.63	44477.305	0.498199804	1.84	4.178199804	1
2499	2907061	50.3	108.63	15600	50.30916667	108.6458333	15547.873	0.334147135	20.19813853	40.73042419	1
2500	2907062	49.9	110.53	1510	49.9	110.5308333	1516.7006	0.443745796	0.92	2.283745796	1
2501	2907065	50.45	109.55	2010	50.45333333	109.5533333	2028.9808	0.944320147	5.20430591	11.35293197	1
2502	2907067	50.62	110.25	36	50.61666667	110.2483333	33.998775	5.558956994	4.114365079	13.78768715	1
2503	2907068	50.62	108	910	50.62	108	896.986	1.430107368	0	1.430107368	1
2504	2907069	50.35	108.63	31.3	50.34833333	108.6308333	30.055971	3.974533081	2.057182539	8.08889816	1
2505	2907070	49.88	108.05	2120	49.87916667	108.0533333	2082.2053	1.782767818	3.793257176	9.369282169	1
2506	2907071	49.92	108.1	1140	49.9225	108.0983333	1142.5748	0.225862202	3.317107173	6.860076549	1
2507	2907073	49.97	107.8	107.8	50.02916667	107.8625	110.91273	2.887502185	95.01422209	50.39461323	0
2508	2907075	50.42	106.82	1130	50.4225	106.82	1170.0974	3.54844355	2.76	9.06844355	1
2509	2907080	50.63	106.12	23300	50.63166667	106.1175	23629.482	1.414087648	3.317107173	8.048301994	1
2510	2907081	50.43	103.93	8480	50.40583333	103.9458333	9423.698	11.12851701	31.89628191	27.07665796	1
2511	2907085	51.1	105.98	4240	51.09666667	105.9758333	4257.39	0.410144734	5.890874298	12.19189333	1
2512	2907086	50.38	103.3	170	50.38666667	103.2966667	167.18944	1.653271843	8.228730157	18.11073216	1
2513	2907087	50.7	102.8	1030	50.7	102.8066667	1059.5872	2.872539631	7.36	17.59253963	1
2514	2907100	51.36	104.31	1130	51.4075	104.3116667	872.0063	22.83130207	52.47227077	49.06743746	1
2515	2907105	51.47	104.42	204	51.4375	104.41	229.63771	12.56750518	37.5400586	31.33753448	1
2516	2907106	55.85	110.15	20600	55.84333333	110.1483333	19744.137	4.154676123	7.586514351	19.32770482	0
2517	2907107	56.32	113.05	623	56.32666667	113.0625	613.8703	1.465441365	15.64	32.74544137	0
2518	2907108	56.28	113.37	63.9	56.2675	113.3708333	65.14417	1.947062079	13.83063267	29.60832742	0
2519	2907109	56.2	112.33	1090	56.19166667	112.345	1121.4039	2.881094556	18.94395946	40.76901348	0
2520	2907110	51.53	104.07	959	51.52333333	104.0491667	970.97687	1.248891311	24.14890474	49.54670079	1
2521	2907115	51.52	104.15	14.8	51.52	104.1425	14.821567	0.145720147	8.28	16.70572015	1
2522	2907120	51.67	103.65	62.9	51.66	103.6708333	60.047222	4.535417905	25.51238131	17.29160856	1
2523	2907125	51.65	103.73	56.2	51.6525	103.7075	56.984688	1.396241646	24.99286298	13.89267314	1
2524	2907200	51.76	106.44	565	51.79333333	106.4041667	349.48984	38.14339157	54.02993244	65.15835779	1
2525	2907205	52.02	106.22	90	51.93833333	106.2066667	93.922516	4.358350966	91.35373008	50.03521601	0
2526	2907210	51.78	106.02	558	51.77166667	106.02	556.43585	0.280313253	9.2	18.68031325	1
2527	2907215	51.72	105.87	151	51.70833333	105.8608333	152.16115	0.768972233	16.38013431	33.52924085	1
2528	2907220	50.43	103.77	3600	50.43	103.7691667	3604.7314	0.131429036	0.92	1.971429036	1
2529	2907225	51.48	104.92	2600	51.46666667	104.89	240.97954	90.73155623	1036.243797	349.7925054	1
2530	2907227	51.43	104.63	3000	51.42916667	104.6316667	2991.1597	0.294677734	2.057182539	4.409042813	1
2531	2907400	52.03	107.48	440000	52.01416667	107.4883333	440672.84	0.152919034	19.75323771	39.65939445	1
2532	2907401	52.07	107.65	445000	52.08508	106.66524	0.03172156	99.99999287	1000	349.9999929	1
2533	2907402	51.1	106.67	360000	51.09916667	106.6733333	361304.16	0.362265625	3.793257176	7.948779976	1
2534	2907403	50.4	106.12	282000	50.40166667	106.0991667	283207.03	0.428025266	23.07348262	46.5749905	1
2535	2907410	52.02	106.68	320	52.01833333	106.68	342.3405	6.98141098	1.84	10.66141098	1
2536	2907415	52.03	106.85	255	52.02416667	106.8491667	282.66302	10.84824506	6.505382387	23.85900983	1
2537	2907420	52.15	107.27	193	52.155	107.2775	196.12738	1.620404337	9.95132152	21.52304738	1
2538	2907422	51.53	106.97	1840	51.53833333	106.9683333	1829.394	0.576410708	9.382195905	19.34080252	1
2539	2907424	51.48	107.37	1060	51.48166667	107.37	1040.9253	1.799500663	1.84	5.479500663	1
2540	2907426	51.43	107.6	184	51.43416667	107.6	205.30762	11.58022673	4.6	20.78022673	1
2541	2907428	51.07	107.27	1310	51.08083333	107.27	1246.114	4.876792849	11.96	28.79679285	1
2542	2907910	55.88	109.78	1050	55.8775	109.7766667	1043.0768	0.659354074	4.6	9.859354074	1
2543	2907915	55.75	109.3	2380	55.7525	109.3033333	2371.3916	0.361697413	4.6	9.561697413	1
2544	2907920	55.7	109.05	297	55.70833333	109.0491667	294.5654	0.819730919	9.245885571	19.31150206	1
2545	2907925	55.33	109.18	567	55.35166667	109.175	564.2788	0.479927938	24.54866188	49.57725169	1
2546	2907930	52.82	106.4	727	52.81583333	106.3975	709.77606	2.369179916	5.364475743	13.0981314	1
2547	2907935	52.55	106.07	1700	52.55166667	106.0641667	1714.0046	0.823802275	6.697701098	14.21920447	1
2548	2907940	52.05	105.42	2260	52.05083333	105.4216667	2273.5488	0.599505669	2.057182539	4.713870748	1
2549	2908010	57.37	96.63	51000	57.37583333	96.64	50738.715	0.512323836	12.78104847	26.07442078	1
2550	2908011	56.37	98.37	31800	56.3725	98.37083333	31468.084	1.043761055	2.909295447	6.86235195	1
2551	2908012	55.97	97.78	24700	55.965	97.785	24627.385	0.293988803	7.806458864	15.90690653	1
2552	2908013	55.53	97.83	10200	55.53	97.82916667	10195.604	0.043102788	0.92	1.883102788	1
2553	2908014	54.6	98.23	5890	54.68166667	98.19916667	5584.599	5.185074345	96.37192122	53.37103496	1
2554	2908015	54.47	97.83	1770	54.4675	97.83	1763.3582	0.37524552	2.76	5.89524552	1
2555	2908020	55.53	97.6	7940	55.51416667	97.61583333	7881.9194	0.73149328	24.72045307	13.09171981	1
2556	2908023	55.88	98.13	741	55.88	98.12833333	652.0592	12.00280646	1.84	15.68280646	1
2557	2908025	55.55	98.68	1990	55.55	98.6775	1978.5172	0.577024527	2.76	6.097024527	1
2558	2908028	54.22	96.9	783	54.21333333	96.9725	784.27545	0.162892932	80.37767849	40.35173218	1
2559	2908030	57.4	94.77	9070	57.37666667	94.78166667	9428.701	3.954808951	28.80055555	18.35508673	1
2560	2908035	57.27	94.67	1250	57.2425	94.7	1199.628	4.029755859	44.92954485	26.49452828	1
2561	2908036	56.7	96.03	325	56.7	96.03833333	327.44577	0.752544697	9.2	19.1525447	1
2562	2908037	56.18	96.57	2390	56.18	96.57	2464.2754	3.10775693	0	3.10775693	1
2563	2908038	55.73	96.23	948	55.74166667	96.23416667	883.19403	6.836072704	13.67678325	34.1896392	1
2564	2908039	55.8	97.28	4580	55.79833333	97.2825	4038.8071	11.81643823	3.317107173	18.45065258	1
2565	2908040	56.13	100.05	2130	56.12583333	100.0516667	2100.7786	1.371898382	4.954351623	11.28060163	1
2566	2908050	57.82	94.32	127000	57.81916667	94.31833333	125427.914	1.237862943	2.057182539	5.352228022	1
2567	2908060	58.1	99	9320	58.095	98.99833333	9295.208	0.2660085	5.818590895	11.90319029	1
2568	2908061	57.65	99.53	5020	57.64583333	99.54083333	5110.281	1.798421548	12.81411722	27.42665598	1
2569	2908065	58.03	97.38	4190	58.03333333	97.3825	4046.9348	3.414443569	4.6	12.61444357	1
2570	2908070	58.4	96.25	1510	58.45166667	96.2875	1491.1105	1.250962011	70.48064699	36.49128551	1
2571	2908099	58.08	102.73	785000	58.06583333	102.7533333	786447.56	0.184402866	30.13614441	15.25247507	1
2572	2908100	58.35	93.55	1040000	58.176698	93.345754	0.009035744	99.99999913	1000	349.9999991	1
2573	2908101	58.38	97.45	866000	58.3925	97.45	866368.3	0.042530312	13.8	27.64253031	1
2574	2908102	56.28	101.73	736000	56.26416667	101.7641667	737505.4	0.204534647	41.57341458	20.99124194	1
2575	2908103	52.57	103.95	598000	52.57166667	103.9516667	596977.8	0.170934365	2.602152955	5.375240274	1
2576	2908104	52.27	104.32	573000	52.25083333	104.3091667	572319.1	0.118826353	24.30611446	48.73105527	1
2577	2908105	52.23	104.3	573000	52.2425	104.3125	572304.2	0.121433246	19.51614716	39.15372757	1
2578	2908120	53.67	102.92	1470	53.73416667	102.7991667	1511.6143	2.830901892	151.0425953	40.59155072	1
2579	2908125	54.18	100.08	2400	54.17916667	100.08	2485.8547	3.57728068	0.92	5.41728068	1
2580	2908127	54.08	100.6	2950	54.08166667	100.6	3004.2444	1.838792704	1.84	5.518792704	1
2581	2908128	54.63	100.33	1120	54.63166667	100.3283333	1085.2617	3.101632254	2.602152955	8.305938164	1
2582	2908130	56.62	101.5	3840	56.6125	101.4691667	3872.009	0.833568573	35.03255629	18.34984672	1
2583	2908131	56.1	101.25	2420	56.09083333	101.2516667	2381.1345	1.606011509	10.2859127	22.1778369	1
2584	2908135	57.42	102.13	1390	57.42083333	102.1166667	1349.5887	2.907284524	14.74872198	32.40472848	1
2585	2908140	57.75	102.55	1990	57.7625	102.5625	2049.5535	2.992636522	19.51614716	42.02493084	1
2586	2908145	58.3	102.78	3380	58.3075	102.78	3385.293	0.156596709	8.28	16.71659671	1
2587	2908147	58.73	102.55	2360	58.73	102.5491667	2360.015	0.000631041	0.92	1.840631041	1
2588	2908148	58.77	102.72	7950	58.77	102.72	7857.55	1.162895539	0	1.162895539	1
2589	2908150	52.28	104.28	15000	52.29583333	104.2758333	15045.106	0.300709635	18.07513209	36.45097381	1
2590	2908151	51.78	103.27	11600	51.76916667	103.2766667	11768.612	1.453554351	14.04319052	29.53993539	1
2591	2908152	51.72	102.6	6560	51.71416667	102.5933333	6481.8193	1.191778416	9.779734148	20.75124671	1
2592	2908153	51.68	100.98	1200	51.67583333	100.9791667	1109.8456	7.512868245	4.691097953	16.89506415	1
2593	2908155	51.77	102.52	811	51.7675	102.52	812.6051	0.197916466	2.76	5.717916466	1
2594	2908157	51.72	102.85	4160	51.72	102.8591667	4137.087	0.550795335	10.12	20.79079534	1
2595	2908160	52.57	103.87	8420	52.57	103.8708333	8386.367	0.399439578	0.92	2.239439578	1
2596	2908161	52.1	102.7	3920	52.10166667	102.7016667	3949.2766	0.74685233	2.602152955	5.951158239	1
2597	2908165	52.2	103.27	1070	52.20333333	103.2633333	1081.3416	1.059958199	8.228730157	17.51741851	1
2598	2908170	52.45	104.28	7840	52.45333333	104.28	7735.025	1.338968082	3.68	8.698968082	1
2599	2908171	52.95	104.85	1620	52.93333333	104.8575	1711.6849	5.659563983	20.17717522	46.01391443	1
2600	2908173	52.88	105.35	1000	52.88666667	105.3541667	1016.8803	1.688031006	8.679262641	19.04655629	1
2601	2908180	52.85	103.17	16400	52.855	103.165	16358.797	0.251238567	7.806458864	15.8641563	1
2602	2908181	52.92	102.82	9720	52.92333333	102.8233333	10021.759	3.104514291	5.20430591	13.51312611	1
2603	2908182	52.77	102.43	3990	52.76916667	102.4308333	3977.1404	0.322296219	1.301076477	2.924449174	1
2604	2908183	52.88	101.85	3230	52.88833333	101.8516667	3189.654	1.249100535	9.382195905	20.01349234	1
2605	2908184	52.73	102.05	1970	52.73333333	102.0508333	1945.798	1.228529257	3.793257176	8.815043608	1
2606	2908185	53.05	102.37	980	53.04083333	102.3733333	822.88715	16.03192388	10.76832392	37.56857171	1
2607	2908186	53.2	103.52	2490	53.20083333	103.52	2505.831	0.635785329	0.92	2.475785329	1
2608	2908187	53.38	103.8	1870	53.41083333	103.8183333	1889.801	1.058878363	39.60276758	20.86026215	1
2609	2908190	54.5	102.02	33400	54.495	102.015	33127.656	0.815400449	7.806458864	16.42831818	1
2610	2908191	53.95	102.1	27000	53.9525	102.0983333	26592.37	1.509743924	3.317107173	8.14395827	1
2611	2908192	53.35	102.2	18700	53.385667	101.251053	0.005135408	99.99997254	1000	349.9999725	1
2612	2908194	53.7	101.35	2550	53.7	101.3475	2633.5251	3.275495941	2.76	8.795495941	1
2613	2908196	53.42	101.57	1770	53.42	101.57	1746.1329	1.348421776	0	1.348421776	1
2614	2908199	53.73	103.92	942	53.7225	103.9175	938.1665	0.406952876	8.727886342	17.86272556	1
2615	2908200	54.58	100.62	14500	54.57916667	100.62	14554.16	0.373518319	0.92	2.213518319	1
2616	2908201	53.92	99.92	5140	53.92166667	99.91916667	5096.0684	0.854701179	2.057182539	4.969066258	1
2617	2908205	54.18	103.7	812	54.1775	103.7	859.8449	5.892230255	2.76	11.41223025	1
2618	2908210	55.92	104.1	11200	55.91916667	104.0958333	10590.408	5.442783901	4.691097953	14.82497981	1
2619	2908211	55.83	104.25	3830	55.83	104.2491667	3633.8064	5.122548395	0.92	6.962548395	1
2620	2908300	53.53	98.21	4980	53.646699	98.208531	3057.302	38.60839354	62.64787945	69.93233326	1
2621	2908301	53.63	98.22	4980	53.62833333	98.22	4931.7754	0.96836565	1.84	4.64836565	1
2622	2908302	54.07	99.25	17200	55.068398	99.300319	1.3582357	99.99210328	1000	349.9921033	1
2623	2908303	55.43	99.42	23200	55.43333333	99.4225	22698.922	2.159819504	4.6	11.3598195	1
2624	2908304	56.28	99.58	31700	56.095941	99.363205	0.014334799	99.99995478	1000	349.9999548	1
2625	2908305	57.82	94.32	127000	57.81916667	94.31833333	125427.914	1.237862943	2.057182539	5.352228022	1
2626	2908310	55.05	99.4	1140	55.08	99.475	1185.2316	3.967681349	89.17832921	48.55684595	1
2627	2908500	52.1	104.03	590	52.14583333	104.0683333	574.0039	2.711202331	65.96470571	35.69355519	1
2628	2908600	58.35	93.55	1880	58.35416667	93.5475	1503.5907	20.02177137	5.364475743	30.75072286	1
2629	2908650	58.8	97.23	8950	58.80583333	97.23	9546.105	6.660396299	6.44	19.5403963	1
2630	2908680	59.13	99.38	13300	59.1275	99.38	14224.941	6.954446664	2.76	12.47444666	1
2631	2908700	52.47	99.65	2850	52.48416667	99.62666667	2664.7695	6.499314693	30.13614441	21.5673869	1
2632	2909100	67.51	86.55	323	67.5025	86.5525	325.93988	0.910179681	8.727886342	18.36595237	1
2633	2909150	67.43	86.48	2440000	67.43	86.48	2446613.2	0.271034836	0	0.271034836	1
2634	2909151	65.18	87.83	1870000	65.19916667	87.89	1875642.9	0.301758021	69.53763873	35.07057739	1
2635	2909152	61.6	90.08	1760000	61.59583333	90.07916667	1767055.1	0.400859375	4.691097953	9.78305528	1
2636	2909153	58.45	92.15	1400000	58.46333333	92.15	1403191.8	0.227982143	14.72	29.66798214	1
2637	2909154	55.98	92.8	300000	55.98666667	92.8	303697.6	1.23253125	7.36	15.95253125	1
2638	2909155	55.47	92.35	289000	55.46333333	92.365	290322	0.457439446	18.12189836	36.70123616	1
2639	2909156	55.46	92.3	289000	55.43	92.34333333	289765.84	0.264997837	58.18590895	29.35795231	1
2640	2909157	53.65	91.57	192000	53.6575	91.56666667	194719.66	1.41648763	9.060949178	19.53838599	1
2641	2909158	53.02	91.48	182000	53.01583333	91.47666667	185773.92	2.073583448	5.890874298	13.85533204	1
2642	2909159	52.12	92.28	168000	52.12583333	92.275	171182.86	1.894559152	8.481980901	18.85852095	1
2643	2909160	51.72	94.4	115000	51.715	94.40166667	116745.99	1.518254076	5.818590895	13.15543587	1
2644	2909161	51.88	94.46	56500	51.8675	94.45166667	56750.582	0.44350802	16.58553587	33.61457975	1
2645	2909162	52.5	94.93	44600	52.48916667	94.93416667	44836.03	0.529218049	12.81411722	26.15745248	1
2646	2909163	52.47	96.1	15600	52.47	96.10166667	15413.897	1.192964994	1.84	4.872964994	1
2647	2909164	51.72	94.5	58600	51.72333333	94.5	59655.05	1.800427954	3.68	9.160427954	1
2648	2909165	51.5	95.57	53300	51.48	95.55166667	54474.13	2.202868492	29.9530299	17.17938344	1
2649	2909166	51.33	96.25	42300	51.33083333	96.25083333	42092.562	0.490395981	1.301076477	3.092548936	1
2650	2909200	52.75	97.42	4890	52.75166667	97.41833333	5188.307	6.100350284	2.602152955	11.30465619	1
2651	2909205	51.47	98.03	20200	51.47416667	98.0425	20416.85	1.073512918	14.54647724	30.16646739	1
2652	2909210	51.33	96.25	1060	51.34333333	96.25	1055.5515	0.419668522	14.72	29.85966852	1
2653	2909215	51.37	95.67	5980	51.37	95.66583333	5988.368	0.139935854	4.6	9.339935854	1
2654	2909217	51.07	95.32	610	50.95333333	95.21666667	788.21246	29.21515793	172.0572184	72.22946253	0
2655	2909220	51.12	93.83	1850	51.12833333	93.745	1984.241	7.256268476	94.2899019	30.82874395	1
2656	2909225	53.33	95.58	295	53.31666667	95.61833333	176.89844	40.03442797	44.80692804	62.43789198	0
2657	2909230	52.7	95.52	4430	52.7	95.52	4400.2856	0.670752945	0	0.670752945	1
2658	2909235	52	93.5	710	52.01083333	93.5	730.62946	2.905557122	11.96	26.82555712	1
2659	2909238	51.9	94.45	1170	51.895	94.45	1175.1543	0.440538194	5.52	11.48053819	1
2660	2909240	51.58	91.6	25500	51.6	91.59083333	25376.756	0.483310355	24.28869696	49.06070427	1
2661	2909245	51.42	90.45	1610	51.40083333	90.45	1680.8813	4.402568177	21.16	46.72256818	1
2662	2909250	52.08	92.73	6110	52.08416667	92.73083333	5741.0547	6.03838482	4.691097953	15.42058072	1
2663	2909251	52.58	93.43	1260	52.57583333	93.44666667	1261.8165	0.144168914	18.96628588	38.07674067	1
2664	2909253	52.08	92.73	382	52.0875	92.725	380.82867	0.30662976	9.95132152	20.2092728	1
2665	2909260	53.58	91.25	31300	53.55416667	91.255	29279.14	6.456419728	29.04928226	20.98106086	1
2666	2909261	52.65	90.1	14400	52.645	90.1	14673.66	1.900417752	5.52	12.94041775	1
2667	2909262	52.5	89.25	8300	52.5025	89.24666667	8350.167	0.604421593	4.6	9.804421593	1
2668	2909265	53.7	91.78	176	53.7275	91.76666667	198.02162	12.51228506	33.74030231	29.38243621	1
2669	2909268	52.63	90.18	2350	52.625	90.18416667	2353.8247	0.162753491	7.185429702	14.53361289	1
2670	2909269	52.8	89.88	1940	52.79666667	89.88083333	1932.6505	0.378839552	3.793257176	7.965353903	1
2671	2909270	52.38	89.83	4410	52.38333333	89.82666667	4422.0083	0.27229707	5.20430591	10.68090889	1
2672	2909271	52.07	89.75	1040	52.07083333	89.75416667	1070.0038	2.884979248	4.691097953	12.26717515	1
2673	2909280	52.95	91.47	208	52.96833333	91.47	226.41223	8.852034349	20.24	49.33203435	1
2674	2909281	53.8	90.27	1080	53.79583333	90.25583333	1103.0483	2.134105541	16.30244153	34.73898861	1
2675	2909290	53.28	92.43	2540	53.28083333	92.43	2509.748	1.191021777	0.92	3.031021777	1
2676	2909295	53.22	92.82	1000	53.23916667	92.83	1067.193	6.719299316	23.86686406	18.65273135	1
2677	2909300	54.33	92.5	1480	54.44833333	92.51166667	1481.2688	0.085729651	131.2733941	32.90407818	1
2678	2909313	52.28	90.82	2740	52.28916667	90.81416667	2701.8684	1.391663934	11.99533243	25.38232879	1
2679	2909314	53.8	92.87	31800	53.795	92.8675	31692.379	0.338431112	6.171547618	12.68152635	1
2680	2909315	53.72	92.83	9850	53.72166667	92.83	9769.208	0.820223271	1.84	4.500223271	1
2681	2909316	53.33	93.07	5270	53.37166667	93.09	7000.7383	32.84133361	51.02476262	58.35371492	1
2682	2909318	53.32	93.2	1680	53.33416667	93.2	1654.0837	1.54263451	15.64	32.82263451	1
2683	2909319	53.62	93.02	959	53.615	93.02	959.06573	0.006854522	5.52	11.04685452	1
