No	GRDC_No	similarity	areaGRDC	area	lat	lon	area5min	lat5min	lon5move	lat30move	lon5min	indloc	upsloc	ind	indups	ups1	indshape	shapeloc	ind	indups	ups2	indshape
5945	4213594	 0.930	  43700	  42083	48.9964	-100.9581	    42225	  48.996	-100.958	  48.96	-100.96	12	22	 0.083	 0.978	  42732	 0.920	12	 0.077	 0.966	  42225	 0.930
5946	4213595	 0.938	  49900	  48575	49.2683	-100.9700	    48727	  49.185	-101.053	  49.21	-101.04	6	13	 0.071	 0.996	  49679	 0.929	6	 0.067	 0.976	  48727	 0.938
5947	4213596	 0.783	   4240	   3839	49.5958	-100.9425	     3928	  49.596	-100.942	  49.62	-100.96	12	17	 0.255	 0.992	   4206	 0.745	11	 0.230	 0.913	   3872	 0.787
5948	4213600	 0.817	   3290	   3158	54.7889	-99.9719	     3140	  54.706	-100.055	  54.71	-100.04	6	12	 0.193	 0.985	   3239	 0.808	6	 0.188	 0.954	   3140	 0.817
5949	4213601	 0.878	  15400	  15870	55.7414	-97.0000	    15973	  55.741	-97.083	  55.71	-97.12	11	10	 0.129	 0.967	  15925	 0.876	11	 0.128	 0.964	  15973	 0.878
5950	4213603	 0.948	  55100	  54514	51.8528	-99.5472	    54670	  51.853	-99.547	  51.87	-99.54	12	8	 0.057	 0.997	  54937	 0.943	17	 0.053	 0.991	  54617	 0.948
5951	4213605	 0.769	   1520	   1544	49.1044	-99.3236	     1641	  49.104	-99.324	  49.12	-99.29	12	12	 0.243	 0.926	   1641	 0.769	12	 0.243	 0.926	   1641	 0.769
5957	4213645	 0.779	   1440	   1431	51.9702	-110.5750	     1331	  51.970	-110.658	  51.96	-110.62	11	12	 0.248	 0.961	   1384	 0.755	11	 0.233	 0.924	   1331	 0.779
5958	4213650	 0.956	 153000	 150063	49.8683	-97.4028	   150770	  49.868	-97.486	  49.87	-97.46	11	14	 0.049	 0.989	 151324	 0.953	11	 0.047	 0.985	 150770	 0.956
5962	4213675	 0.872	   8700	   8690	51.4492	-99.9675	     8437	  51.366	-99.884	  51.37	-99.87	8	8	 0.131	 0.970	   8437	 0.872	12	 0.134	 0.952	   9136	 0.874
5963	4213680	 0.895	 104000	  92070	49.0117	-97.2119	    98262	  49.095	-97.295	  49.12	-97.29	16	21	 0.119	 0.945	  98318	 0.895	7	 0.122	 0.890	  92604	 0.946
5964	4213681	 0.958	 278000	 264611	50.1078	-96.9317	   267501	  50.274	-96.848	  50.29	-96.87	23	23	 0.056	 0.962	 267501	 0.958	12	 0.057	 0.956	 265681	 0.964
5965	4213682	 0.954	 122000	 111465	49.7869	-97.1369	   111867	  49.787	-97.137	  49.79	-97.12	12	12	 0.095	 0.917	 111867	 0.954	12	 0.095	 0.917	 111867	 0.954
5966	4213683	 0.928	 115000	 106196	49.5544	-97.1855	   109467	  49.638	-97.102	  49.62	-97.12	18	23	 0.092	 0.965	 110976	 0.915	12	 0.090	 0.926	 106436	 0.949
5967	4213684	 0.958	 287000	 264652	50.1450	-96.8617	   267501	  50.312	-96.862	  50.29	-96.87	22	22	 0.080	 0.932	 267501	 0.958	11	 0.083	 0.926	 265681	 0.964
5968	4213690	 0.793	   5150	   4511	49.1953	-96.9944	     4530	  49.195	-96.994	  49.21	-96.96	12	5	 0.281	 0.989	   5094	 0.719	9	 0.246	 0.847	   4361	 0.807
5970	4213710	 0.972	1000000	 973815	54.7758	-97.9306	   976649	  54.776	-98.014	  54.79	-98.04	11	24	 0.037	 0.979	 978884	 0.970	8	 0.036	 0.976	 975752	 0.973
5971	4213711	 0.978	1060000	1294032	56.3983	-94.3702	  1296739	  56.398	-94.537	  56.37	-94.54	10	10	 0.184	 0.817	1296739	 0.978	11	 0.184	 0.817	1296786	 0.978
5972	4213712	 0.978	1060000	1292533	56.3845	-94.6339	  1295297	  56.384	-94.801	  56.37	-94.79	10	10	 0.183	 0.818	1295297	 0.978	10	 0.183	 0.818	1295297	 0.978
5973	4213715	 0.682	   1090	   1087	56.3427	-94.6833	     1298	  56.259	-94.767	  56.29	-94.79	6	0	 0.366	 0.985	   1107	 0.635	6	 0.356	 0.840	   1298	 0.682
5974	4213720	 0.972	1010000	 983040	56.0339	-96.5283	   985011	  55.951	-96.528	  55.96	-96.54	7	12	 0.044	 0.992	1001952	 0.956	7	 0.037	 0.975	 985011	 0.972
5975	4213730	 0.804	   4400	   3470	53.7869	-97.6722	     3572	  53.787	-97.756	  53.79	-97.79	11	20	 0.289	 0.904	   3978	 0.728	13	 0.281	 0.777	   3419	 0.828
5976	4213740	 0.862	   6790	   7667	52.7769	-96.7536	     7693	  52.694	-96.587	  52.71	-96.62	9	9	 0.181	 0.883	   7693	 0.862	13	 0.186	 0.871	   7798	 0.866
5977	4213745	 0.881	   5730	   5793	51.8075	-93.5242	     5650	  51.807	-93.524	  51.79	-93.54	12	12	 0.120	 0.986	   5650	 0.881	12	 0.120	 0.986	   5650	 0.881
5981	4213770	 0.812	   1580	   1500	50.0903	-96.4294	     1502	  50.007	-96.429	  50.04	-96.46	7	7	 0.195	 0.950	   1502	 0.812	7	 0.195	 0.950	   1502	 0.812
5982	4213780	 0.861	   3700	   3688	49.9397	-95.9564	     3635	  49.856	-95.956	  49.87	-95.96	7	12	 0.146	 0.997	   3690	 0.854	7	 0.140	 0.982	   3635	 0.861
5985	4213800	 0.965	 126000	 127698	50.2242	-95.5700	   128228	  50.391	-95.403	  50.37	-95.37	24	24	 0.039	 0.983	 128228	 0.965	17	 0.040	 0.981	 128448	 0.965
5986	4213801	 0.967	 134000	 137089	50.4039	-95.9939	   137706	  50.404	-95.994	  50.37	-95.96	12	1	 0.049	 0.991	 135184	 0.952	12	 0.043	 0.973	 137706	 0.967
5987	4213802	 0.966	 136000	 138687	50.5683	-96.1775	   139020	  50.568	-96.094	  50.54	-96.12	13	9	 0.042	 0.984	 138145	 0.961	12	 0.041	 0.977	 139239	 0.967
5988	4213803	 0.951	  72261	  72261	50.1159	-94.8708	    72629	  50.116	-94.787	  50.12	-94.79	13	9	 0.049	 0.996	  72574	 0.951	13	 0.049	 0.995	  72629	 0.951
5989	4213804	 0.951	  70400	  70368	49.7833	-94.5122	    70855	  49.783	-94.512	  49.79	-94.54	12	8	 0.052	 1.000	  70410	 0.948	12	 0.049	 0.994	  70855	 0.951
5990	4213810	 0.862	   6130	   6093	55.9958	-97.3581	     6101	  56.079	-97.191	  56.04	-97.21	19	19	 0.139	 0.995	   6101	 0.862	19	 0.139	 0.995	   6101	 0.862
5991	4213815	 0.822	   3350	   3006	53.0169	-100.8406	     2945	  53.017	-100.841	  53.04	-100.87	12	12	 0.215	 0.879	   2945	 0.822	12	 0.215	 0.879	   2945	 0.822
5995	4213835	 0.788	   1860	   1866	52.3661	-115.4258	     1851	  52.283	-115.426	  52.29	-115.46	7	7	 0.213	 0.995	   1851	 0.788	7	 0.213	 0.995	   1851	 0.788
5996	4213840	 0.759	   2280	   2194	57.0225	-93.4475	     2450	  57.023	-93.531	  57.04	-93.54	11	5	 0.262	 0.968	   2356	 0.740	11	 0.251	 0.931	   2450	 0.759
5997	4213845	 0.676	   1560	   1540	56.6750	-93.6358	     1579	  56.592	-93.636	  56.62	-93.62	7	7	 0.324	 0.988	   1579	 0.676	7	 0.324	 0.988	   1579	 0.676
5998	4213850	 0.807	   1690	   1627	50.5075	-93.2583	     1707	  50.424	-93.258	  50.46	-93.29	7	7	 0.193	 0.990	   1707	 0.807	7	 0.193	 0.990	   1707	 0.807
5999	4213860	 0.787	   1550	   1638	53.8969	-112.9961	     1518	  53.980	-113.079	  53.96	-113.04	16	16	 0.214	 0.980	   1518	 0.787	16	 0.214	 0.980	   1518	 0.787
6001	4213870	 0.734	   2810	   2488	52.7550	-110.4825	     2470	  52.755	-110.566	  52.79	-110.54	11	8	 0.308	 0.953	   2679	 0.696	11	 0.293	 0.879	   2470	 0.734
6003	4213880	 0.891	   4870	   5133	48.8500	-92.7217	     5188	  48.767	-92.638	  48.79	-92.62	8	8	 0.125	 0.939	   5188	 0.891	7	 0.126	 0.929	   5245	 0.897
6004	4213885	 0.807	   4510	   3643	48.0833	-91.6517	     3644	  48.083	-91.735	  48.04	-91.71	11	17	 0.368	 0.918	   4910	 0.641	11	 0.272	 0.808	   3644	 0.807
6005	4213890	 0.911	  13400	  13323	48.3642	-92.1744	    13606	  48.364	-92.091	  48.37	-92.12	13	14	 0.093	 0.997	  13435	 0.907	13	 0.091	 0.985	  13606	 0.911
6006	4213900	 0.846	   3580	   3554	51.2933	-113.0106	     3503	  51.293	-113.011	  51.29	-113.04	12	12	 0.155	 0.979	   3503	 0.846	12	 0.155	 0.979	   3503	 0.846
6007	4213905	 0.874	   5880	   6008	48.7436	-92.2839	     6055	  48.827	-92.117	  48.79	-92.12	19	19	 0.129	 0.971	   6055	 0.874	19	 0.129	 0.971	   6055	 0.874
6008	4213910	 0.878	   6230	   7165	49.8667	-91.4892	     6991	  49.783	-91.489	  49.79	-91.46	7	2	 0.181	 0.960	   6491	 0.824	7	 0.164	 0.891	   6991	 0.878
6009	4213911	 0.933	  26400	  27829	50.6283	-93.2158	    27976	  50.628	-93.132	  50.62	-93.12	13	14	 0.160	 0.949	  25044	 0.848	12	 0.088	 0.942	  28031	 0.934
6013	4213935	 0.877	   4650	   4503	53.5858	-104.1628	     4678	  53.586	-104.246	  53.62	-104.21	11	11	 0.124	 0.994	   4678	 0.877	11	 0.124	 0.994	   4678	 0.877
6015	4213945	 0.800	   2370	   2334	50.9116	-93.0967	     2268	  50.995	-93.097	  50.96	-93.12	17	17	 0.205	 0.957	   2268	 0.800	17	 0.205	 0.957	   2268	 0.800
6016	4213950	 0.769	   2880	   2800	51.2809	-100.0141	     2964	  51.281	-100.181	  51.29	-100.21	10	10	 0.233	 0.972	   2964	 0.769	11	 0.236	 0.954	   3018	 0.769
6017	4213955	 0.841	   2300	   2399	49.8250	-92.8775	     2458	  49.825	-92.877	  49.79	-92.87	12	13	 0.179	 0.958	   2402	 0.826	12	 0.172	 0.936	   2458	 0.841
6018	4213956	 0.853	   6370	   6699	49.9548	-93.3972	     6743	  49.955	-93.397	  49.96	-93.37	12	9	 0.180	 0.998	   6355	 0.820	12	 0.157	 0.945	   6743	 0.853
6021	4213975	 0.870	   8740	   8997	51.6356	-102.3697	     8819	  51.552	-102.370	  51.54	-102.37	7	6	 0.136	 0.997	   8765	 0.864	7	 0.131	 0.991	   8819	 0.870
6022	4214010	 0.948	  67300	  67169	64.2644	-99.5936	    67378	  64.181	-99.510	  64.21	-99.54	8	8	 0.052	 0.999	  67378	 0.948	8	 0.052	 0.999	  67378	 0.948
6023	4214020	 0.866	   5810	   5816	63.5931	-105.1536	     5862	  63.510	-105.237	  63.54	-105.21	6	10	 0.138	 0.998	   5824	 0.862	6	 0.134	 0.991	   5862	 0.866
6024	4214025	 0.962	 103000	 102233	56.4361	-92.7928	   102101	  56.353	-92.876	  56.37	-92.87	6	24	 0.042	 0.995	 102481	 0.959	6	 0.039	 0.991	 102101	 0.962
6025	4214030	 0.870	   8390	   9467	56.4617	-74.2183	     9350	  56.462	-74.135	  56.46	-74.12	13	14	 0.218	 1.000	   8393	 0.782	12	 0.168	 0.893	   9397	 0.871
6026	4214035	 0.939	  42700	  40275	57.6808	-69.6200	    40703	  57.681	-69.620	  57.71	-69.62	12	13	 0.077	 0.954	  40749	 0.938	6	 0.077	 0.948	  40473	 0.943
6027	4214036	 0.847	   8830	   6813	57.2550	-71.0789	     7261	  57.255	-70.912	  57.29	-70.87	14	14	 0.234	 0.822	   7261	 0.847	6	 0.253	 0.775	   6841	 0.884
6028	4214040	 0.952	  86800	  87672	57.4300	-69.2467	    87829	  57.347	-69.247	  57.37	-69.21	7	1	 0.050	 0.991	  87596	 0.951	7	 0.049	 0.988	  87829	 0.952
6029	4214050	 0.955	  65300	  65509	64.5286	-101.3631	    65344	  64.529	-101.363	  64.54	-101.37	12	11	 0.045	 1.000	  65306	 0.955	12	 0.045	 0.999	  65344	 0.955
6030	4214051	 0.967	 152000	 151203	64.7761	-97.0511	   151447	  64.693	-97.051	  64.71	-97.04	7	14	 0.037	 0.999	 152179	 0.963	7	 0.033	 0.996	 151447	 0.967
6031	4214060	 0.967	 154000	 152908	64.4025	-96.4050	   153102	  64.486	-96.488	  64.46	-96.46	16	9	 0.034	 0.995	 153215	 0.966	16	 0.033	 0.994	 153102	 0.967
6032	4214070	 0.936	  27000	  27282	60.7900	-98.7769	    27428	  60.790	-98.777	  60.79	-98.79	12	11	 0.076	 0.999	  26966	 0.924	12	 0.066	 0.984	  27428	 0.936
6033	4214075	 0.908	  12400	  12480	62.4725	-95.0520	    12673	  62.473	-95.052	  62.46	-95.04	12	10	 0.098	 0.991	  12513	 0.903	12	 0.095	 0.978	  12673	 0.908
6034	4214080	 0.917	  36000	  37787	53.0700	-85.0083	    38062	  53.153	-85.175	  53.12	-85.21	15	15	 0.099	 0.946	  38062	 0.917	16	 0.099	 0.945	  38114	 0.918
6035	4214090	 0.947	  72300	  68423	63.6517	-95.8511	    68822	  63.652	-95.851	  63.62	-95.87	12	19	 0.072	 0.957	  69206	 0.942	12	 0.072	 0.952	  68822	 0.947
6036	4214091	 0.935	  21400	  21063	61.2578	-100.9739	    21004	  61.174	-100.974	  61.21	-100.96	7	19	 0.079	 0.999	  21419	 0.921	7	 0.068	 0.982	  21004	 0.935
6037	4214100	 0.939	  30100	  29626	64.3167	-93.9131	    29851	  64.317	-93.913	  64.29	-93.87	12	7	 0.068	 1.000	  30114	 0.932	16	 0.061	 0.990	  29814	 0.939
6038	4214105	 0.945	  48100	  48193	58.8908	-96.2753	    48474	  58.891	-96.275	  58.87	-96.29	12	11	 0.063	 0.996	  47896	 0.937	12	 0.055	 0.992	  48474	 0.945
6039	4214106	 0.894	  13000	  12962	58.1456	-98.2278	    13113	  58.146	-98.311	  58.12	-98.29	11	5	 0.111	 0.998	  13022	 0.889	11	 0.106	 0.991	  13113	 0.894
6040	4214107	 0.927	  18400	  18656	58.8469	-98.2906	    18502	  58.847	-98.374	  58.87	-98.37	11	10	 0.076	 0.997	  18458	 0.924	11	 0.073	 0.994	  18502	 0.927
6042	4214210	 0.899	  14500	  14277	54.3550	-110.2150	    13888	  54.355	-110.215	  54.37	-110.21	12	9	 0.120	 0.979	  14190	 0.882	12	 0.110	 0.958	  13888	 0.899
6043	4214220	 0.854	   3340	   3347	54.1375	-108.3958	     3253	  54.138	-108.396	  54.12	-108.37	12	12	 0.149	 0.974	   3253	 0.854	12	 0.149	 0.974	   3253	 0.854
6044	4214250	 0.778	   1420	   1381	56.0517	-101.8550	     1485	  56.052	-101.855	  56.04	-101.87	12	12	 0.226	 0.956	   1485	 0.778	12	 0.226	 0.956	   1485	 0.778
6045	4214260	 0.967	 228000	 229282	56.1492	-100.4583	   230146	  56.149	-100.458	  56.12	-100.46	12	3	 0.035	 0.993	 229664	 0.966	12	 0.034	 0.991	 230146	 0.967
6046	4214261	 0.970	 271000	 266975	55.6900	-98.9591	   267589	  55.690	-99.042	  55.71	-99.04	11	11	 0.033	 0.987	 267589	 0.970	11	 0.033	 0.987	 267589	 0.970
6047	4214262	 0.971	 244000	 243873	56.4911	-100.0478	   244592	  56.491	-100.048	  56.46	-100.04	12	5	 0.030	 0.999	 244211	 0.970	12	 0.030	 0.998	 244592	 0.971
6048	4214263	 0.968	 212000	 212186	55.5333	-102.3241	   212978	  55.533	-102.324	  55.54	-102.29	12	5	 0.034	 0.999	 212195	 0.966	12	 0.033	 0.995	 212978	 0.968
6049	4214264	 0.959	 119000	 116447	55.6464	-104.7355	   116726	  55.730	-104.736	  55.71	-104.71	17	4	 0.055	 0.997	 118674	 0.945	17	 0.045	 0.981	 116726	 0.959
6050	4214265	 0.953	  78700	  78327	55.9250	-107.7278	    78387	  55.842	-107.811	  55.87	-107.79	6	7	 0.049	 1.000	  78726	 0.951	6	 0.047	 0.996	  78387	 0.953
6051	4214270	 0.966	 287000	 274155	55.6774	-98.9603	   276302	  55.677	-98.794	  55.71	-98.79	14	14	 0.050	 0.963	 276302	 0.966	12	 0.052	 0.957	 274707	 0.971
6052	4214271	 0.904	  15522	  16380	55.3517	-104.5000	    16141	  55.268	-104.583	  55.29	-104.62	6	5	 0.104	 0.965	  16092	 0.902	6	 0.103	 0.962	  16141	 0.904
6053	4214275	 0.898	   5810	   5926	56.9384	-95.7689	     6063	  56.855	-95.769	  56.87	-95.79	7	7	 0.111	 0.958	   6063	 0.898	7	 0.111	 0.958	   6063	 0.898
6054	4214280	 0.866	   4250	   4249	57.6536	-95.6647	     4257	  57.654	-95.748	  57.62	-95.71	11	11	 0.134	 0.998	   4257	 0.866	11	 0.134	 0.998	   4257	 0.866
6055	4214281	 0.911	  28400	  29157	58.0050	-101.3925	    29645	  58.005	-101.392	  58.04	-101.37	12	23	 0.122	 0.995	  28550	 0.878	12	 0.099	 0.958	  29645	 0.911
6056	4214285	 0.954	  63300	  64658	56.1931	-103.1594	    64949	  56.193	-103.159	  56.21	-103.12	12	21	 0.059	 0.991	  63894	 0.942	12	 0.053	 0.975	  64949	 0.954
6057	4214286	 0.875	   7730	   8049	57.5822	-104.2020	     8062	  57.582	-104.202	  57.54	-104.21	12	12	 0.132	 0.959	   8062	 0.875	12	 0.132	 0.959	   8062	 0.875
6058	4214287	 0.894	  10200	  10658	57.0906	-103.7119	    10614	  57.091	-103.712	  57.12	-103.71	12	12	 0.113	 0.961	  10614	 0.894	12	 0.113	 0.961	  10614	 0.894
6059	4214290	 0.851	   3680	   3648	56.2427	-106.5619	     3558	  56.326	-106.562	  56.29	-106.54	17	12	 0.172	 0.994	   3702	 0.828	17	 0.153	 0.967	   3558	 0.851
6060	4214295	 0.848	   2330	   2333	55.7089	-109.3864	     2481	  55.709	-109.470	  55.71	-109.46	11	15	 0.182	 0.981	   2286	 0.819	11	 0.164	 0.939	   2481	 0.848
6061	4214297	 0.873	   4730	   4760	55.4073	-108.0411	     4641	  55.407	-108.041	  55.37	-108.04	12	12	 0.129	 0.981	   4641	 0.873	12	 0.129	 0.981	   4641	 0.873
6062	4214298	 0.844	   2960	   2847	54.9320	-107.7486	     2696	  54.849	-107.749	  54.87	-107.71	7	7	 0.180	 0.911	   2696	 0.844	7	 0.180	 0.911	   2696	 0.844
6063	4214300	 0.932	  45000	  44612	54.8192	-107.8089	    44763	  54.819	-107.809	  54.79	-107.79	12	17	 0.069	 0.997	  44863	 0.931	7	 0.068	 0.994	  44714	 0.932
6064	4214301	 0.894	  20500	  19746	54.2956	-108.6044	    19502	  54.296	-108.604	  54.29	-108.62	12	14	 0.119	 0.956	  19603	 0.890	12	 0.117	 0.951	  19502	 0.894
6065	4214305	 0.856	   4910	   4887	54.4664	-111.1864	     4705	  54.466	-111.186	  54.46	-111.21	12	13	 0.161	 0.979	   4806	 0.840	17	 0.151	 0.948	   4655	 0.858
6066	4214310	 0.866	   8880	   8652	54.8547	-95.1200	     8463	  54.855	-95.120	  54.87	-95.12	12	13	 0.176	 0.991	   8960	 0.824	12	 0.142	 0.953	   8463	 0.866
6067	4214311	 0.861	   9010	   8463	54.9450	-95.2400	     8264	  54.945	-95.240	  54.96	-95.21	12	9	 0.196	 0.995	   8960	 0.805	12	 0.162	 0.917	   8264	 0.861
6068	4214320	 0.770	   1880	   1883	58.0150	-94.1956	     1802	  57.848	-94.196	  57.87	-94.21	2	2	 0.234	 0.959	   1802	 0.770	2	 0.234	 0.959	   1802	 0.770
6069	4214330	 0.909	  14000	  14211	54.0611	-94.6594	    14421	  54.061	-94.743	  54.04	-94.71	11	6	 0.099	 0.985	  14218	 0.902	11	 0.095	 0.971	  14421	 0.909
6070	4214350	 0.935	  25900	  27565	55.0272	-93.8361	    27548	  54.944	-94.003	  54.96	-94.04	5	0	 0.089	 0.947	  27349	 0.928	6	 0.089	 0.939	  27597	 0.935
6071	4214351	 0.955	  65500	  66127	55.8533	-92.0961	    66482	  55.853	-92.096	  55.87	-92.12	12	12	 0.047	 0.985	  66482	 0.955	12	 0.047	 0.985	  66482	 0.955
6072	4214360	 0.893	  10800	  10939	53.3500	-91.7900	    11191	  53.267	-91.790	  53.29	-91.79	7	1	 0.116	 0.983	  10985	 0.886	7	 0.113	 0.965	  11191	 0.893
6074	4214390	 0.938	  36500	  35584	53.4908	-91.5153	    35725	  53.491	-91.599	  53.46	-91.62	11	24	 0.079	 1.000	  36495	 0.921	11	 0.065	 0.979	  35725	 0.938
6075	4214400	 0.835	   5390	   5386	51.1667	-91.5981	     5522	  51.167	-91.598	  51.21	-91.62	12	11	 0.174	 0.986	   5468	 0.827	12	 0.167	 0.976	   5522	 0.835
6076	4214410	 0.767	   1170	   1096	49.6236	-90.5736	     1177	  49.540	-90.574	  49.54	-90.54	7	7	 0.233	 0.994	   1177	 0.767	7	 0.233	 0.994	   1177	 0.767
6077	4214420	 0.839	   5960	   5833	52.5806	-90.1889	     5764	  52.581	-90.189	  52.54	-90.21	12	12	 0.164	 0.967	   5764	 0.839	12	 0.164	 0.967	   5764	 0.839
6078	4214430	 0.827	   4900	   5088	52.2950	-88.7567	     5065	  52.295	-88.757	  52.29	-88.79	12	11	 0.203	 0.980	   4802	 0.798	12	 0.176	 0.967	   5065	 0.827
6079	4214440	 0.945	  94300	  90330	55.3750	-88.3242	    91667	  55.375	-88.324	  55.37	-88.29	12	19	 0.069	 0.987	  93045	 0.932	12	 0.062	 0.972	  91667	 0.945
6080	4214450	 0.943	  50000	  49865	54.5108	-87.2267	    49579	  54.511	-87.227	  54.54	-87.21	12	16	 0.059	 0.994	  49679	 0.941	12	 0.058	 0.992	  49579	 0.943
6081	4214460	 0.850	  10400	   8385	53.8058	-84.9208	     8437	  53.806	-84.754	  53.79	-84.79	14	14	 0.241	 0.811	   8437	 0.850	12	 0.246	 0.792	   8233	 0.869
6082	4214470	 0.874	   7950	   7883	53.7150	-87.9444	     7820	  53.548	-88.028	  53.54	-88.04	1	19	 0.140	 0.997	   7973	 0.860	1	 0.127	 0.984	   7820	 0.874
6083	4214475	 0.850	   4710	   4808	54.2866	-85.6533	     4769	  54.203	-85.737	  54.21	-85.71	6	6	 0.151	 0.988	   4769	 0.850	6	 0.151	 0.988	   4769	 0.850
6084	4214480	 0.916	  24200	  24237	52.0883	-87.0783	    24496	  52.005	-87.078	  52.04	-87.04	7	11	 0.086	 0.990	  24442	 0.914	7	 0.085	 0.988	  24496	 0.916
6085	4214490	 0.894	   9010	   8958	51.8233	-89.6000	     9308	  51.823	-89.600	  51.79	-89.62	12	12	 0.110	 0.968	   9308	 0.894	12	 0.110	 0.968	   9308	 0.894
6086	4214500	 0.764	   2410	   2031	49.7839	-84.5317	     1906	  49.701	-84.615	  49.71	-84.62	6	4	 1.005	 0.808	   2981	 0.014	6	 0.315	 0.791	   1906	 0.764
6087	4214505	 0.730	   2020	   1897	49.7634	-85.2266	     2007	  49.763	-85.227	  49.79	-85.21	12	12	 0.270	 0.993	   2007	 0.730	12	 0.270	 0.993	   2007	 0.730
6088	4214507	 0.898	  11200	  10447	50.8700	-88.9323	    10548	  50.870	-88.932	  50.87	-88.96	12	14	 0.137	 0.990	  11091	 0.863	12	 0.117	 0.942	  10548	 0.898
6089	4214510	 0.810	   3780	   4317	49.7408	-84.1017	     4294	  49.741	-84.102	  49.71	-84.12	12	2	 0.254	 0.968	   3904	 0.748	12	 0.225	 0.880	   4294	 0.810
6090	4214513	 0.858	   5566	   5610	48.4058	-81.4467	     5434	  48.406	-81.447	  48.37	-81.46	12	17	 0.151	 0.987	   5491	 0.850	12	 0.144	 0.976	   5434	 0.858
6091	4214515	 0.921	  22900	  21939	49.8819	-81.5667	    22009	  49.882	-81.567	  49.87	-81.54	12	22	 0.097	 0.980	  22453	 0.905	12	 0.088	 0.961	  22009	 0.921
6092	4214517	 0.904	  12403	  12388	49.3117	-82.0417	    12615	  49.312	-82.042	  49.29	-82.04	12	7	 0.100	 0.994	  12334	 0.900	12	 0.097	 0.983	  12615	 0.904
6093	4214519	 0.855	   6759	   6672	49.4100	-82.4300	     6903	  49.410	-82.430	  49.37	-82.46	12	12	 0.146	 0.979	   6903	 0.855	12	 0.146	 0.979	   6903	 0.855
6094	4214520	 0.942	 118000	 117667	51.3281	-83.8372	   118291	  51.328	-83.837	  51.29	-83.87	12	10	 0.059	 0.998	 118184	 0.941	12	 0.058	 0.998	 118291	 0.942
6095	4214530	 0.888	   8940	   9918	49.6158	-83.2633	     9936	  49.532	-83.263	  49.54	-83.29	7	0	 0.162	 0.948	   9432	 0.847	7	 0.150	 0.900	   9936	 0.888
6096	4214531	 0.922	  22900	  24169	50.5800	-82.1167	    23914	  50.497	-82.200	  50.46	-82.21	6	5	 0.098	 0.976	  23473	 0.905	12	 0.090	 0.949	  24133	 0.926
6097	4214540	 0.901	  32400	  32385	51.6400	-86.3883	    32460	  51.640	-86.388	  51.62	-86.37	12	6	 0.100	 0.999	  32353	 0.900	12	 0.099	 0.998	  32460	 0.901
6098	4214550	 0.955	  61100	  61711	50.8206	-81.2986	    61745	  50.737	-81.465	  50.71	-81.46	5	5	 0.046	 0.990	  61745	 0.955	11	 0.046	 0.989	  61800	 0.955
6099	4214551	 0.956	  60100	  61635	50.7408	-81.4567	    61745	  50.741	-81.457	  50.71	-81.46	12	12	 0.052	 0.973	  61745	 0.956	12	 0.052	 0.973	  61745	 0.956
6100	4214555	 0.927	  27500	  26656	50.6025	-81.4117	    26735	  50.519	-81.495	  50.54	-81.46	6	12	 0.100	 0.992	  27725	 0.900	6	 0.078	 0.972	  26735	 0.927
6101	4214560	 0.879	   6680	   6587	51.0792	-80.7600	     6665	  51.079	-80.760	  51.04	-80.79	12	12	 0.121	 0.998	   6665	 0.879	12	 0.121	 0.998	   6665	 0.879
6102	4214565	 0.753	   4250	   3599	51.1600	-80.8617	     4003	  51.243	-81.028	  51.21	-81.04	15	16	 0.293	 0.970	   4380	 0.708	15	 0.254	 0.942	   4003	 0.753
6103	4214570	 0.914	  26200	  31471	50.4192	-84.3817	    31842	  50.336	-84.382	  50.37	-84.37	7	7	 0.197	 0.823	  31842	 0.914	7	 0.197	 0.823	  31842	 0.914
6104	4214580	 0.793	   5304	   4888	50.6583	-86.5308	     4775	  50.658	-86.614	  50.62	-86.62	11	19	 0.255	 0.972	   5158	 0.747	11	 0.230	 0.900	   4775	 0.793
6105	4214610	 0.847	   3680	   3651	48.6006	-78.1094	     3673	  48.517	-78.109	  48.54	-78.12	7	7	 0.153	 0.998	   3673	 0.847	7	 0.153	 0.998	   3673	 0.847
6106	4214620	 0.743	   2010	   1904	48.3500	-77.2733	     2014	  48.267	-77.273	  48.29	-77.29	7	7	 0.257	 0.998	   2014	 0.743	7	 0.257	 0.998	   2014	 0.743
6107	4214621	 0.905	  22200	  22345	49.7539	-77.6144	    22681	  49.671	-77.614	  49.71	-77.62	7	4	 0.109	 0.998	  22235	 0.891	7	 0.097	 0.979	  22681	 0.905
6108	4214650	 0.952	  57500	  58308	50.1300	-77.4217	    58457	  50.130	-77.422	  50.12	-77.46	12	2	 0.058	 0.997	  57684	 0.942	12	 0.051	 0.984	  58457	 0.952
6109	4214655	 0.925	  31900	  32336	49.8567	-77.1880	    32329	  49.857	-77.188	  49.87	-77.21	12	12	 0.076	 0.987	  32329	 0.925	12	 0.076	 0.987	  32329	 0.925
6110	4214670	 0.865	   9820	   9923	50.7466	-76.3878	     9741	  50.747	-76.388	  50.71	-76.37	12	17	 0.138	 0.998	   9796	 0.863	12	 0.135	 0.992	   9741	 0.865
6111	4214680	 0.927	  40900	  39696	51.4478	-76.8656	    40307	  51.448	-76.782	  51.46	-76.79	13	5	 0.077	 0.991	  40522	 0.924	13	 0.075	 0.986	  40307	 0.927
