No	GRDC_No	similarity	areaGRDC	area	lat	lon	area5min	lat5min	lon5move	lat30move	lon5min	indloc	upsloc	ind	indups	ups1	indshape	shapeloc	ind	indups	ups2	indshape
1873	2469110	 0.801	   2640	   2725	16.4442	105.2025	     2622	  16.444	105.202	  16.46	105.21	12	12	 0.199	 0.993	   2622	 0.801	12	 0.199	 0.993	   2622	 0.801
1874	2469111	 0.850	   3370	   3463	17.8458	105.0534	     3666	  17.846	105.053	  17.87	105.04	12	12	 0.171	 0.919	   3666	 0.850	12	 0.171	 0.919	   3666	 0.850
1875	2469112	 0.867	   5650	   5543	18.2342	104.6609	     5862	  18.234	104.744	  18.21	104.71	13	14	 0.156	 0.980	   5536	 0.845	13	 0.138	 0.964	   5862	 0.867
1876	2469120	 0.909	  19400	  19387	16.1875	105.3150	    19363	  16.188	105.398	  16.21	105.37	13	13	 0.091	 0.998	  19363	 0.909	13	 0.091	 0.998	  19363	 0.909
1877	2469121	 0.792	   3990	   4600	16.6867	106.2158	     5000	  16.687	106.216	  16.71	106.21	12	12	 0.290	 0.798	   5000	 0.792	12	 0.290	 0.798	   5000	 0.792
1880	2469130	 0.903	  14200	  14004	18.3034	104.0975	    14378	  18.387	104.097	  18.37	104.12	17	22	 0.098	 0.993	  14297	 0.902	17	 0.097	 0.988	  14378	 0.903
1881	2469135	 0.763	   2230	   2078	18.5609	103.7367	     2106	  18.561	103.737	  18.54	103.71	12	7	 0.263	 0.981	   2187	 0.738	12	 0.243	 0.944	   2106	 0.763
1882	2469140	 0.904	  16500	  15765	18.1333	102.6217	    15627	  18.133	102.622	  18.12	102.62	12	14	 0.113	 0.962	  15871	 0.894	12	 0.109	 0.947	  15627	 0.904
1883	2469141	 0.908	  14200	  13476	18.5167	102.5100	    13433	  18.517	102.510	  18.54	102.54	12	2	 0.129	 0.992	  14083	 0.871	12	 0.107	 0.946	  13433	 0.908
1884	2469142	 0.836	   8330	   8121	18.5430	102.5627	     7845	  18.543	102.646	  18.54	102.62	13	13	 0.174	 0.942	   7845	 0.836	13	 0.174	 0.942	   7845	 0.836
1887	2469148	 0.783	   5800	   6459	19.7433	102.2808	     7090	  19.743	102.281	  19.71	102.29	12	13	 0.357	 0.875	   5074	 0.666	12	 0.283	 0.818	   7090	 0.783
1889	2469260	 0.967	 545000	 547152	15.1067	105.8000	   548661	  15.107	105.800	  15.12	105.79	12	12	 0.034	 0.993	 548661	 0.967	12	 0.034	 0.993	 548661	 0.967
1890	2469261	 0.967	 549000	 551396	14.3200	105.8750	   552880	  14.403	105.875	  14.37	105.87	17	22	 0.036	 0.996	 551059	 0.964	17	 0.034	 0.993	 552880	 0.967
1891	2469265	 0.832	   5760	   5774	15.3967	105.8250	     5767	  15.480	105.825	  15.46	105.79	17	17	 0.168	 0.999	   5767	 0.832	17	 0.168	 0.999	   5767	 0.832
1892	2469266	 0.842	   6170	   6215	15.3783	105.8216	     6344	  15.378	105.822	  15.37	105.79	12	13	 0.162	 0.985	   6262	 0.839	12	 0.161	 0.972	   6344	 0.842
1893	2469267	 0.833	   5315	   5315	15.5775	105.8117	     5355	  15.661	105.812	  15.62	105.79	17	17	 0.167	 0.993	   5355	 0.833	17	 0.167	 0.993	   5355	 0.833
1894	2469268	 0.846	   6260	   6244	15.3317	105.8259	     6344	  15.415	105.826	  15.37	105.79	17	18	 0.159	 1.000	   6262	 0.841	17	 0.155	 0.987	   6344	 0.846
1895	2469269	 0.704	   1221	   1221	15.7284	106.3917	     1236	  15.728	106.475	  15.71	106.46	13	13	 0.296	 0.988	   1236	 0.704	13	 0.296	 0.988	   1236	 0.704
1896	2469300	 0.869	  10500	   9668	14.8050	106.8408	     9727	  14.888	106.841	  14.87	106.87	17	17	 0.151	 0.926	   9727	 0.869	17	 0.151	 0.926	   9727	 0.869
1897	2469301	 0.900	  17077	  17065	14.6717	106.6200	    17246	  14.755	106.703	  14.79	106.71	18	18	 0.101	 0.990	  17246	 0.900	18	 0.101	 0.990	  17246	 0.900
1898	2469400	 0.848	   5800	   5796	19.9700	102.2725	     5780	  20.053	102.272	  20.04	102.29	17	17	 0.152	 0.996	   5780	 0.848	17	 0.152	 0.996	   5780	 0.848
1899	2495450	 0.928	  46121	  45921	31.4992	48.4342	    46016	  31.583	48.434	  31.54	48.46	17	11	 0.073	 0.999	  46089	 0.927	17	 0.072	 0.998	  46016	 0.928
1900	2496700	 0.886	  10200	   9836	27.2717	57.1914	    10018	  27.272	57.191	  27.29	57.21	12	6	 0.125	 0.997	  10171	 0.875	12	 0.116	 0.982	  10018	 0.886
1901	2516590	 0.653	   1560	   1079	40.3642	70.7417	     1249	  40.364	70.742	  40.37	70.71	12	17	 0.472	 0.950	   1642	 0.531	8	 0.410	 0.674	   1052	 0.751
1902	2517450	 0.880	  10200	  10294	39.4783	67.8117	    10438	  39.478	67.895	  39.46	67.87	13	14	 0.139	 0.997	  10172	 0.861	13	 0.122	 0.977	  10438	 0.880
1905	2517480	 0.822	   1100	   1105	39.4933	67.7133	     1066	  39.410	67.797	  39.37	67.79	8	8	 0.181	 0.969	   1066	 0.822	8	 0.181	 0.969	   1066	 0.822
1906	2517500	 0.772	   1490	   1643	39.1883	68.5392	     1732	  39.188	68.623	  39.21	68.62	13	14	 0.329	 0.939	   1399	 0.677	13	 0.267	 0.860	   1732	 0.772
1907	2517550	 0.787	   1270	   1264	38.7242	68.7975	     1203	  38.808	68.797	  38.79	68.79	17	17	 0.219	 0.947	   1203	 0.787	17	 0.219	 0.947	   1203	 0.787
1908	2517600	 0.832	   3040	   3223	38.5783	69.0508	     3143	  38.662	69.134	  38.62	69.12	18	18	 0.171	 0.967	   3143	 0.832	18	 0.171	 0.967	   3143	 0.832
1909	2517610	 0.880	   9780	   9689	37.5925	68.1425	     9670	  37.593	68.142	  37.62	68.12	12	7	 0.125	 0.996	   9738	 0.875	12	 0.120	 0.989	   9670	 0.880
1910	2517700	 0.905	  13700	  13669	37.4900	71.5233	    13753	  37.490	71.607	  37.46	71.62	13	13	 0.095	 0.996	  13753	 0.905	13	 0.095	 0.996	  13753	 0.905
1911	2517710	 0.868	   4180	   4106	37.4075	71.6275	     4032	  37.407	71.627	  37.37	71.62	12	12	 0.137	 0.965	   4032	 0.868	12	 0.137	 0.965	   4032	 0.868
1912	2517750	 0.854	   6550	   6253	39.1500	71.5817	     6206	  39.150	71.665	  39.12	71.62	13	12	 0.166	 0.988	   6472	 0.834	13	 0.155	 0.947	   6206	 0.854
1913	2517760	 0.843	   5390	   5310	38.7058	70.5192	     5223	  38.706	70.519	  38.71	70.54	12	11	 0.189	 0.982	   5491	 0.812	12	 0.160	 0.969	   5223	 0.843
1915	2517810	 0.920	  21400	  24555	38.3000	72.3942	    24609	  38.300	72.478	  38.29	72.46	13	14	 0.268	 0.918	  19637	 0.745	13	 0.153	 0.870	  24609	 0.920
1916	2517820	 0.907	  16700	  19735	38.3117	72.4833	    19569	  38.312	72.650	  38.29	72.62	14	14	 0.173	 0.853	  19569	 0.907	13	 0.174	 0.850	  19637	 0.911
1917	2517830	 0.904	  10500	  13531	38.1675	73.9717	    13554	  38.167	74.055	  38.21	74.04	13	14	 0.382	 0.887	   9314	 0.636	13	 0.245	 0.775	  13554	 0.904
1918	2517840	 0.855	   4500	   4566	38.3350	72.4767	     4635	  38.335	72.560	  38.37	72.54	13	14	 0.169	 1.000	   4501	 0.831	13	 0.148	 0.971	   4635	 0.855
1919	2517850	 0.834	   1940	   1955	38.1900	71.4200	     1888	  38.190	71.420	  38.21	71.46	12	22	 0.982	 0.996	   1948	 0.018	12	 0.168	 0.973	   1888	 0.834
1920	2517900	 0.921	  31200	  30724	38.3300	69.2992	    30857	  38.413	69.383	  38.37	69.37	18	16	 0.089	 0.998	  31261	 0.911	12	 0.080	 0.987	  30789	 0.921
1921	2517910	 0.927	  29500	  28827	38.8542	69.9825	    28910	  38.854	70.066	  38.87	70.04	13	6	 0.084	 0.996	  29379	 0.916	13	 0.075	 0.980	  28910	 0.927
1922	2517920	 0.908	  20000	  19531	39.0017	70.3300	    19682	  39.002	70.413	  39.04	70.37	13	6	 0.099	 0.994	  19882	 0.901	13	 0.093	 0.984	  19682	 0.908
1923	2517940	 0.863	   8370	   8332	39.2700	71.3800	     8351	  39.270	71.463	  39.29	71.46	13	13	 0.137	 0.998	   8351	 0.863	13	 0.137	 0.998	   8351	 0.863
1924	2517950	 0.965	 113000	 115709	37.2175	68.7200	   115482	  37.301	68.887	  37.29	68.87	19	19	 0.041	 0.979	 115482	 0.965	13	 0.042	 0.977	 115688	 0.965
1926	2548320	 0.893	   7460	   7360	28.9842	81.1333	     7465	  29.068	81.133	  29.04	81.12	17	17	 0.107	 0.999	   7465	 0.893	17	 0.107	 0.999	   7465	 0.893
1927	2548350	 0.780	   1980	   1958	28.0700	82.8008	     1962	  28.153	82.801	  28.12	82.79	17	17	 0.221	 0.991	   1962	 0.780	17	 0.221	 0.991	   1962	 0.780
1928	2548400	 0.948	  42890	  45421	28.6442	81.2858	    45888	  28.728	81.286	  28.71	81.29	17	17	 0.083	 0.935	  45888	 0.948	17	 0.083	 0.935	  45888	 0.948
1929	2548450	 0.905	  21240	  22646	28.9617	81.1217	    22951	  28.962	81.288	  28.96	81.29	14	14	 0.121	 0.925	  22951	 0.905	13	 0.121	 0.922	  23026	 0.907
1930	2548460	 0.896	  19240	  20844	28.9500	81.4450	    20698	  29.117	81.528	  29.12	81.54	23	23	 0.126	 0.930	  20698	 0.896	12	 0.130	 0.910	  21148	 0.906
1931	2548500	 0.881	  12290	  13445	28.7675	81.3542	    13221	  28.601	81.438	  28.62	81.46	3	4	 0.140	 0.935	  13145	 0.876	8	 0.140	 0.914	  13446	 0.890
1932	2548550	 0.775	   3000	   2951	28.4333	81.4192	     3021	  28.433	81.419	  28.46	81.46	12	12	 0.225	 0.993	   3021	 0.775	12	 0.225	 0.993	   3021	 0.775
1933	2548610	 0.852	   3380	   3587	27.9017	82.8483	     3626	  27.902	82.932	  27.87	82.96	13	13	 0.162	 0.932	   3626	 0.852	13	 0.162	 0.932	   3626	 0.852
1934	2548620	 0.835	   5150	   5135	27.9475	82.2267	     5142	  27.864	82.393	  27.87	82.37	9	9	 0.165	 0.998	   5142	 0.835	9	 0.165	 0.998	   5142	 0.835
1938	2549235	 0.826	   4270	   3871	28.0458	84.8167	     3993	  28.046	84.817	  28.04	84.79	12	12	 0.186	 0.935	   3993	 0.826	18	 0.207	 0.882	   3766	 0.830
1940	2549250	 0.846	   3850	   4044	27.9508	84.4300	     3917	  28.034	84.430	  28.04	84.46	17	17	 0.155	 0.983	   3917	 0.846	12	 0.165	 0.929	   4144	 0.851
1941	2549300	 0.872	   6630	   6945	28.0142	83.6008	     6918	  28.014	83.517	  28.04	83.54	11	22	 0.152	 0.998	   6615	 0.848	11	 0.135	 0.958	   6918	 0.872
1942	2549350	 0.883	  11400	  11806	27.7492	84.3500	    11684	  27.833	84.267	  27.79	84.29	16	20	 0.121	 0.988	  11533	 0.879	16	 0.120	 0.976	  11684	 0.883
1944	2549500	 0.939	  31100	  31659	27.7100	84.4317	    31909	  27.710	84.432	  27.71	84.46	12	12	 0.066	 0.975	  31909	 0.939	12	 0.066	 0.975	  31909	 0.939
1945	2550110	 0.848	   2753	   2931	27.6292	86.0817	     3104	  27.713	86.165	  27.71	86.12	18	24	 0.278	 0.935	   2573	 0.729	18	 0.189	 0.887	   3104	 0.848
1947	2550200	 0.912	  28200	  27419	27.3300	87.1908	    27768	  27.413	87.191	  27.37	87.21	17	12	 0.107	 0.994	  28377	 0.894	16	 0.090	 0.982	  27692	 0.912
1949	2550300	 0.793	   2410	   2357	27.7942	85.8958	     2191	  27.878	85.896	  27.87	85.87	17	12	 0.239	 0.997	   2418	 0.761	17	 0.226	 0.909	   2191	 0.793
1950	2550350	 0.828	   4100	   3714	27.2692	86.6608	     3873	  27.269	86.661	  27.29	86.62	12	5	 0.215	 0.999	   4102	 0.785	13	 0.184	 0.889	   3645	 0.854
1951	2550400	 0.866	   4920	   4838	27.5550	85.7483	     4615	  27.638	85.748	  27.62	85.71	17	13	 0.182	 1.000	   4919	 0.818	17	 0.148	 0.938	   4615	 0.866
1952	2550450	 0.923	  17600	  17700	26.8725	86.8208	    17758	  26.956	86.821	  26.96	86.79	17	21	 0.088	 0.992	  17453	 0.913	12	 0.077	 0.987	  17835	 0.924
1953	2550500	 0.860	   5640	   5880	26.9300	87.3300	     5784	  26.930	87.413	  26.96	87.37	13	14	 0.159	 0.998	   5631	 0.841	13	 0.143	 0.975	   5784	 0.860
1954	2550600	 0.852	   5410	   6052	26.9108	87.1617	     5936	  26.994	87.328	  26.96	87.29	19	19	 0.173	 0.911	   5936	 0.852	19	 0.173	 0.911	   5936	 0.852
1955	2569002	 0.968	 663000	 663092	11.5833	104.9433	   665155	  11.750	104.943	  11.71	104.96	22	22	 0.032	 0.997	 665155	 0.968	22	 0.032	 0.997	 665155	 0.968
1956	2569003	 0.968	 660000	 654760	11.9933	105.4708	   656792	  12.077	105.471	  12.04	105.46	17	17	 0.032	 0.995	 656792	 0.968	17	 0.032	 0.995	 656792	 0.968
1957	2569004	 0.968	 646000	 647960	12.4767	106.0158	   649944	  12.560	106.016	  12.54	106.04	17	22	 0.032	 0.994	 649861	 0.968	17	 0.032	 0.994	 649944	 0.968
1958	2569005	 0.967	 635000	 636797	13.5347	105.9450	   639694	  13.535	105.945	  13.54	105.96	12	12	 0.034	 0.993	 639694	 0.967	12	 0.034	 0.993	 639694	 0.967
1959	2569015	 0.802	   3650	   3676	11.4458	104.3734	     3854	  11.446	104.373	  11.46	104.37	12	12	 0.205	 0.947	   3854	 0.802	12	 0.205	 0.947	   3854	 0.802
1960	2569020	 0.966	  84400	  85481	11.8134	104.8084	    85288	  11.897	104.808	  11.87	104.79	17	22	 0.049	 0.991	  83614	 0.952	17	 0.035	 0.990	  85288	 0.966
1961	2569025	 0.895	  14000	  13654	12.7133	104.8808	    13462	  12.713	104.964	  12.71	104.96	13	12	 0.112	 0.968	  13546	 0.892	13	 0.112	 0.962	  13462	 0.895
1962	2569026	 0.883	   9080	   9503	13.5225	105.2133	     9631	  13.523	105.213	  13.54	105.21	12	12	 0.130	 0.943	   9631	 0.883	12	 0.130	 0.943	   9631	 0.883
1964	2569031	 0.803	   2135	   2464	12.8475	103.0892	     2420	  12.848	102.923	  12.87	102.96	10	10	 0.230	 0.882	   2420	 0.803	11	 0.252	 0.825	   2587	 0.818
1965	2569035	 0.728	   2080	   2126	13.3784	103.6509	     2161	  13.378	103.651	  13.37	103.62	12	16	 0.275	 0.999	   2078	 0.725	12	 0.274	 0.963	   2161	 0.728
1966	2569040	 0.940	  48200	  49727	13.5541	106.0867	    50164	  13.554	106.087	  13.54	106.12	12	14	 0.072	 0.967	  49832	 0.936	12	 0.071	 0.961	  50164	 0.940
1967	2569041	 0.898	  16300	  16208	13.9709	106.8091	    16744	  13.971	106.809	  13.96	106.79	12	13	 0.122	 0.987	  16081	 0.879	12	 0.105	 0.973	  16744	 0.898
1968	2569045	 0.928	  25600	  27572	13.4717	106.9833	    27350	  13.388	107.067	  13.37	107.04	8	3	 0.102	 0.962	  26601	 0.905	13	 0.100	 0.925	  27683	 0.934
1969	2569050	 0.927	  29600	  28796	13.6100	106.0958	    28848	  13.610	106.096	  13.62	106.12	12	12	 0.078	 0.975	  28848	 0.927	12	 0.078	 0.975	  28848	 0.927
1970	2569051	 0.913	  23500	  25326	14.1184	106.3916	    24863	  14.202	106.392	  14.21	106.37	17	21	 0.113	 0.968	  24283	 0.892	13	 0.106	 0.927	  25361	 0.924
1971	2587080	 0.833	   4685	   4652	44.9250	141.8908	     4855	  44.842	141.974	  44.87	141.96	8	8	 0.170	 0.965	   4855	 0.833	8	 0.170	 0.965	   4855	 0.833
1972	2587081	 0.830	   4029	   4057	44.8000	142.0725	     4185	  44.717	142.072	  44.71	142.04	7	7	 0.174	 0.963	   4185	 0.830	12	 0.175	 0.949	   4246	 0.832
1973	2587082	 0.830	   2899	   2899	44.4800	142.3367	     3083	  44.480	142.337	  44.46	142.37	12	12	 0.180	 0.940	   3083	 0.830	12	 0.180	 0.940	   3083	 0.830
1974	2587083	 0.721	   1719	   1736	44.3567	142.4400	     1668	  44.273	142.357	  44.29	142.37	6	6	 0.281	 0.970	   1668	 0.721	6	 0.281	 0.970	   1668	 0.721
1975	2587100	 0.885	  12697	  12812	43.1239	141.5464	    12859	  43.124	141.546	  43.12	141.54	12	12	 0.116	 0.987	  12859	 0.885	12	 0.116	 0.987	  12859	 0.885
1976	2587101	 0.869	   9306	   9196	43.3300	141.6933	     9213	  43.413	141.693	  43.37	141.71	17	11	 0.136	 0.997	   9275	 0.864	17	 0.131	 0.990	   9213	 0.869
1977	2587102	 0.827	   5711	   5693	43.5561	141.8889	     5711	  43.639	141.889	  43.62	141.87	17	17	 0.173	 1.000	   5711	 0.827	17	 0.173	 1.000	   5711	 0.827
1978	2587103	 0.845	   3558	   3539	43.7172	142.1350	     3482	  43.717	142.135	  43.71	142.12	12	11	 0.168	 0.996	   3544	 0.832	13	 0.157	 0.961	   3419	 0.848
1979	2587104	 0.847	   3379	   3317	43.7700	142.2767	     3357	  43.770	142.277	  43.79	142.29	12	12	 0.153	 0.994	   3357	 0.847	12	 0.153	 0.994	   3357	 0.847
1980	2587105	 0.817	   2531	   2545	43.5600	142.0500	     2441	  43.560	142.133	  43.54	142.12	13	13	 0.187	 0.964	   2441	 0.817	13	 0.187	 0.964	   2441	 0.817
1981	2587106	 0.759	   1116	   1111	43.0892	141.6900	     1132	  43.006	141.773	  43.04	141.79	8	8	 0.242	 0.986	   1132	 0.759	8	 0.242	 0.986	   1132	 0.759
1982	2587200	 0.789	   1402	   1385	42.8108	140.4600	     1325	  42.811	140.543	  42.79	140.54	13	13	 0.218	 0.945	   1325	 0.789	13	 0.218	 0.945	   1325	 0.789
1983	2587210	 0.714	   1228	   1227	42.5692	141.9375	     1134	  42.653	142.021	  42.62	142.04	18	17	 0.298	 0.975	   1198	 0.703	18	 0.296	 0.924	   1134	 0.714
1984	2587220	 0.720	   1253	   1257	42.5800	142.1425	     1326	  42.663	142.143	  42.62	142.12	17	10	 0.960	 0.994	   1261	 0.040	17	 0.286	 0.945	   1326	 0.720
1985	2587230	 0.736	   1120	   1091	43.8992	144.1325	     1307	  43.899	144.132	  43.87	144.12	12	12	 0.300	 0.857	   1307	 0.736	12	 0.300	 0.857	   1307	 0.736
1986	2587240	 0.740	   1394	   1406	43.8017	143.9117	     1430	  43.802	143.912	  43.79	143.87	12	12	 0.261	 0.974	   1430	 0.740	12	 0.261	 0.974	   1430	 0.740
1987	2587250	 0.830	   1335	   1337	44.1033	143.5483	     1302	  44.020	143.548	  44.04	143.54	7	7	 0.172	 0.975	   1302	 0.830	7	 0.172	 0.975	   1302	 0.830
1988	2587400	 0.907	   8277	   8276	42.7992	143.5192	     8537	  42.799	143.519	  42.79	143.54	12	16	 0.114	 0.986	   8159	 0.886	12	 0.098	 0.970	   8537	 0.907
1989	2587401	 0.838	   2529	   2531	42.9367	143.2100	     2574	  42.937	143.127	  42.96	143.12	11	11	 0.163	 0.983	   2574	 0.838	11	 0.163	 0.983	   2574	 0.838
1991	2587403	 0.818	   2715	   2697	42.9283	143.4425	     2753	  43.012	143.442	  43.04	143.46	17	17	 0.182	 0.986	   2753	 0.818	12	 0.183	 0.964	   2816	 0.821
1992	2588250	 0.813	   2251	   2250	33.7492	135.9392	     2205	  33.833	135.856	  33.79	135.87	16	16	 0.188	 0.980	   2205	 0.813	16	 0.188	 0.980	   2205	 0.813
1993	2588300	 0.847	   4632	   4642	35.4383	137.0383	     4599	  35.438	137.038	  35.46	137.04	12	12	 0.153	 0.993	   4599	 0.847	12	 0.153	 0.993	   4599	 0.847
1994	2588301	 0.846	   4684	   4831	35.4008	136.9625	     4599	  35.484	137.046	  35.46	137.04	18	12	 0.163	 0.997	   4669	 0.837	18	 0.155	 0.982	   4599	 0.846
1995	2588302	 0.699	   1196	   1199	35.3600	136.6575	     1326	  35.360	136.657	  35.37	136.62	12	12	 0.316	 0.902	   1326	 0.699	12	 0.316	 0.902	   1326	 0.699
1996	2588303	 0.746	   1606	   1616	35.4233	136.7425	     1743	  35.423	136.909	  35.46	136.87	14	14	 0.266	 0.921	   1743	 0.746	14	 0.266	 0.921	   1743	 0.746
1997	2588304	 0.769	   1914	   1855	35.3600	136.6883	     2023	  35.360	136.688	  35.37	136.71	12	1	 0.981	 0.986	   1887	 0.019	12	 0.237	 0.946	   2023	 0.769
1998	2588320	 0.836	   4880	   4947	34.8542	137.8083	     4822	  34.938	137.892	  34.96	137.87	18	18	 0.164	 0.988	   4822	 0.836	18	 0.164	 0.988	   4822	 0.836
2000	2588322	 0.799	   2224	   2235	35.5950	137.9283	     2158	  35.595	137.928	  35.62	137.96	12	12	 0.203	 0.970	   2158	 0.799	12	 0.203	 0.970	   2158	 0.799
2001	2588480	 0.840	   3540	   3346	35.1958	138.5858	     3210	  35.196	138.502	  35.21	138.54	11	7	 0.191	 0.927	   3280	 0.824	11	 0.185	 0.907	   3210	 0.840
2002	2588481	 0.798	   2179	   2180	35.5281	138.4506	     2161	  35.528	138.451	  35.54	138.46	12	12	 0.202	 0.992	   2161	 0.798	12	 0.202	 0.992	   2161	 0.798
2005	2588500	 0.717	   1019	    987	36.0825	139.4433	      973	  36.166	139.277	  36.12	139.29	15	16	 0.312	 0.978	   1042	 0.689	15	 0.287	 0.954	    973	 0.717
2007	2588550	 0.871	   8588	   8631	36.1442	139.7033	     8632	  36.144	139.703	  36.12	139.71	12	12	 0.129	 0.995	   8632	 0.871	12	 0.129	 0.995	   8632	 0.871
2008	2588551	 0.897	  12458	  12120	35.8517	140.1417	    12430	  35.852	140.142	  35.87	140.12	12	12	 0.103	 0.998	  12430	 0.897	12	 0.103	 0.998	  12430	 0.897
2009	2588552	 0.874	   6018	   5978	36.1925	139.5100	     6075	  36.193	139.343	  36.21	139.37	10	10	 0.126	 0.991	   6075	 0.874	10	 0.126	 0.991	   6075	 0.874
2010	2588553	 0.872	   5986	   5941	36.2358	139.3883	     6075	  36.236	139.388	  36.21	139.37	12	12	 0.129	 0.985	   6075	 0.872	12	 0.129	 0.985	   6075	 0.872
2011	2588554	 0.843	   5150	   5148	36.2608	139.2008	     5522	  36.261	139.201	  36.29	139.21	12	12	 0.171	 0.933	   5522	 0.843	12	 0.171	 0.933	   5522	 0.843
2012	2588555	 0.835	   1692	   1687	36.6000	139.0500	     1720	  36.600	139.050	  36.62	139.04	12	12	 0.166	 0.984	   1720	 0.835	12	 0.166	 0.984	   1720	 0.835
2013	2588556	 0.865	   8705	   9155	35.9392	139.9419	     8910	  36.023	139.859	  36.04	139.87	16	20	 0.156	 1.000	   8701	 0.844	16	 0.137	 0.977	   8910	 0.865
2014	2588557	 0.642	   1740	   1791	36.0242	139.9850	     2203	  36.191	139.902	  36.21	139.87	21	21	 0.415	 0.790	   2203	 0.642	17	 0.431	 0.743	   2342	 0.655
2016	2588559	 0.796	   1210	   1263	36.2500	139.6708	     1243	  36.333	139.587	  36.37	139.62	16	16	 0.206	 0.973	   1243	 0.796	16	 0.206	 0.973	   1243	 0.796
2017	2588560	 0.739	   1221	   1226	36.2917	139.0800	     1177	  36.292	139.080	  36.29	139.04	12	12	 0.263	 0.964	   1177	 0.739	12	 0.263	 0.964	   1177	 0.739
2018	2588561	 0.808	   1239	   1255	36.5519	138.9250	     1310	  36.552	138.842	  36.54	138.87	11	11	 0.200	 0.946	   1310	 0.808	11	 0.200	 0.946	   1310	 0.808
2019	2588600	 0.739	   1751	   1806	40.4425	141.3467	     1642	  40.359	141.263	  40.37	141.29	6	12	 0.268	 0.952	   1839	 0.736	6	 0.268	 0.938	   1642	 0.739
2022	2588630	 0.624	   1040	   1038	35.6408	139.5300	     1115	  35.641	139.447	  35.62	139.46	11	11	 0.382	 0.933	   1115	 0.624	11	 0.382	 0.933	   1115	 0.624
2023	2588640	 0.763	   1422	   1435	36.4933	140.5700	     1376	  36.577	140.570	  36.54	140.54	17	13	 0.269	 0.984	   1445	 0.732	17	 0.239	 0.967	   1376	 0.763
2024	2588650	 0.848	   5265	   5267	38.0908	140.8667	     5513	  38.007	140.783	  38.04	140.79	6	6	 0.158	 0.955	   5513	 0.848	6	 0.158	 0.955	   5513	 0.848
2025	2588651	 0.835	   4132	   4120	37.9247	140.7569	     4295	  37.841	140.590	  37.87	140.62	5	5	 0.170	 0.962	   4295	 0.835	5	 0.170	 0.962	   4295	 0.835
2026	2588652	 0.816	   3663	   3654	37.8297	140.5208	     3955	  37.830	140.521	  37.79	140.54	12	11	 0.217	 0.987	   3616	 0.783	12	 0.198	 0.926	   3955	 0.816
2027	2588653	 0.786	   2284	   2253	37.5156	140.4053	     2460	  37.432	140.405	  37.46	140.37	7	7	 0.226	 0.928	   2460	 0.786	7	 0.226	 0.928	   2460	 0.786
2030	2588700	 0.879	   7869	   8048	38.6600	141.2875	     8167	  38.827	141.204	  38.79	141.21	21	22	 0.129	 0.980	   8033	 0.873	17	 0.126	 0.940	   8368	 0.889
2031	2588701	 0.891	   7800	   7889	38.7617	141.2742	     8167	  38.762	141.191	  38.79	141.21	11	17	 0.125	 0.987	   7899	 0.876	11	 0.118	 0.955	   8167	 0.891
2032	2588702	 0.877	   7065	   7061	38.9492	141.1700	     7298	  38.949	141.170	  38.96	141.21	12	12	 0.127	 0.968	   7298	 0.877	12	 0.127	 0.968	   7298	 0.877
2033	2588703	 0.873	   6006	   6023	39.1650	141.1642	     6163	  39.248	141.164	  39.21	141.12	17	17	 0.130	 0.974	   6163	 0.873	17	 0.130	 0.974	   6163	 0.873
2034	2588704	 0.867	   5459	   5464	39.2642	141.1233	     5697	  39.264	141.123	  39.29	141.12	12	12	 0.140	 0.958	   5697	 0.867	12	 0.140	 0.958	   5697	 0.867
2035	2588705	 0.828	   4229	   4238	39.3808	141.1292	     4567	  39.381	141.129	  39.37	141.12	12	12	 0.187	 0.926	   4567	 0.828	12	 0.187	 0.926	   4567	 0.828
2036	2588706	 0.752	   1078	   1075	39.8325	141.1600	     1121	  39.916	141.243	  39.87	141.21	18	18	 0.251	 0.962	   1121	 0.752	18	 0.251	 0.962	   1121	 0.752
2042	2588910	 0.701	   1160	   1159	34.8858	138.1142	     1192	  34.969	138.031	  34.96	138.04	16	16	 0.300	 0.973	   1192	 0.701	16	 0.300	 0.973	   1192	 0.701
2044	2589100	 0.753	   1675	   1670	34.8683	134.1092	     1686	  34.868	134.109	  34.87	134.12	12	12	 0.247	 0.993	   1686	 0.753	12	 0.247	 0.993	   1686	 0.753
2045	2589101	 0.757	   1996	   1990	34.7117	134.0900	     2039	  34.795	134.090	  34.79	134.12	17	17	 0.244	 0.979	   2039	 0.757	17	 0.244	 0.979	   2039	 0.757
2046	2589110	 0.689	   1527	   1521	34.4600	132.4925	     1626	  34.460	132.576	  34.46	132.54	13	13	 0.317	 0.939	   1626	 0.689	13	 0.317	 0.939	   1626	 0.689
2047	2589120	 0.702	   1082	   1094	34.5267	132.4367	     1201	  34.527	132.353	  34.54	132.37	11	11	 0.314	 0.901	   1201	 0.702	12	 0.328	 0.851	   1272	 0.708
2048	2589200	 0.858	   3807	   3810	34.9978	132.2883	     3804	  34.998	132.288	  34.96	132.29	12	12	 0.142	 0.999	   3804	 0.858	12	 0.142	 0.999	   3804	 0.858
2049	2589201	 0.852	   2890	   2887	34.9447	132.6425	     2890	  34.945	132.643	  34.96	132.62	12	12	 0.148	 1.000	   2890	 0.852	8	 0.149	 0.976	   2819	 0.853
